id,site,plot,tree,SPP,block,tratamcarina,treatment,wood,name,nome cientifico,status31,status45,status53,status60,dapeq31,dapeq45,dapeq53,dapeq60,g31m2,g45m2,g53m2,g60m2
6552,IGR,15,62,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,16.075,16.49,16.49,17.09,0.020294,0.021357,0.021357,0.022939
6553,IGR,15,63,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,13.687,13.88,13.81,13.88,0.014714,0.015131,0.014979,0.015131
6554,IGR,15,64,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,15.279,15.41,15.28,15.41,0.018335,0.018651,0.018337,0.018651
6555,IGR,15,65,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,12.955,16.74,17.44,18.94,0.013182,0.022009,0.023888,0.028174
6556,IGR,15,66,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,18.908,24.7,26.48,27.69,0.028078,0.047916,0.055071,0.060219
6557,IGR,15,67,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,16.552,21.04,22.47,23.4,0.021518,0.034768,0.039655,0.043005
6558,IGR,15,68,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,9.804,10.06,10.38,11.62,0.007549,0.007949,0.008462,0.010605
6559,IGR,15,69,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,14.865,18.78,19.74,20.44,0.017355,0.0277,0.030604,0.032813
6560,IGR,15,70,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,13.051,15.66,16.23,17.09,0.013377,0.019261,0.020688,0.022939
6561,IGR,15,71,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,17.507,20.24,21.14,21.39,0.024072,0.032174,0.035099,0.035934
6562,IGR,15,72,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,19.417,22.22,20.56,22.38,0.029611,0.038777,0.0332,0.039338
6563,IGR,15,73,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,16.584,19.35,19.54,20.05,0.021601,0.029407,0.029987,0.031573
6564,IGR,15,74,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,18.621,22.41,23.55,24.51,0.027233,0.039443,0.043558,0.047182
6565,IGR,15,75,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,17.825,21.2,21.96,22.41,0.024955,0.035299,0.037875,0.039443
6566,IGR,15,76,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,14.61,15.34,15.6,16.23,0.016765,0.018482,0.019113,0.020688
6567,IGR,15,77,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,12.828,13.18,13.31,14.32,0.012924,0.013643,0.013914,0.016106
6568,IGR,15,78,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,13.528,15.09,15.37,16.55,0.014374,0.017884,0.018554,0.021512
6569,IGR,15,79,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,14.324,14.77,14.77,16.23,0.016114,0.017134,0.017134,0.020688
6570,IGR,15,80,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,15.12,16.23,16.74,17.51,0.017955,0.020688,0.022009,0.02408
6571,IGR,15,81,JBA,2,3,NEW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,2.798,2.74,3.37,4.2,0.000615,0.00059,0.000892,0.001385
6572,IGR,15,82,JAN,2,3,NEW,COM,Janauba,Plumeria sucuuba,V,V,V,V,,1.5,2.1,2.39,,0.000177,0.000346,0.000449
6573,IGR,15,83,PBR,2,3,NEW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,2.486,2.48,2.99,3.41,0.000485,0.000483,0.000702,0.000913
6574,IGR,15,84,BDB,2,3,NEW,COM,Baba-de-boi,Cordia superba,V,V,V,V,6.314,6.4,7,7.38,0.003131,0.003217,0.003848,0.004278
6575,IGR,15,85,PAM,2,3,NEW,FIN,peroba-amarela,Paratecoma peroba,V,V,V,V,3.126,4.17,5.19,5.86,0.000768,0.001366,0.002116,0.002697
6576,IGR,15,86,EBR,2,3,NEW,COM,Embauba-branca,Cecropia hololeuca,V,V,V,V,8.754,8.82,8.72,8.75,0.006018,0.00611,0.005972,0.006013
6577,IGR,15,87,JTB,2,3,NEW,FIN,Jatoba,Hymenaea courbaril,V,V,V,V,1.496,1.825,2.776,3.38,0.000176,0.000261,0.000605,0.000897
6578,IGR,15,88,PTB,2,3,NEW,COM,Pitomba,Talisia coriacea,V,V,V,V,,,,0.66,,,,0.000034
6579,IGR,15,89,JBA,2,3,NEW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,3.517,3.76,4.71,6.05,0.000972,0.00111,0.001742,0.002875
6580,IGR,15,90,MUL,2,3,NEW,COM,Murici,Byrsonima sericea,V,V,V,V,4.265,4.36,5.92,6.65,0.001428,0.001493,0.002753,0.003473
6581,IGR,15,91,ACT,2,3,NEW,MED,angico-curtidor,Anadenanthera peregrina,V,V,V,V,4.693,4.71,6.037,7.092,0.00173,0.001742,0.002862,0.003951
6582,IGR,15,92,JEB,2,3,NEW,MED,Jequitiba-branco,Cariniana estrelensis,V,V,V,V,2.355,3.41,4.01,4.77,0.000436,0.000913,0.001263,0.001787
6583,IGR,15,93,JUE,2,3,NEW,MED,juerana-vermelha,Parkia pendula,M,M,M,M,,,,,,,,
6584,IGR,15,94,PAS,2,3,NEW,MED,Pau-sangue,Pterocarpus rohrii,V,V,V,V,2.295,2.67,3.21,3.5,0.000414,0.00056,0.000809,0.000962
6585,IGR,15,95,ACJ,2,3,NEW,MED,angico-canjiquinha,Peltophorum dubium,V,V,V,V,5.549,5.509,5.585,5.512,0.002418,0.002384,0.00245,0.002386
6586,IGR,15,96,TIM,2,3,NEW,MED,Tamboril,Enterolobium contortisiliquum,V,V,V,V,14.876,12.045,12.665,12.811,0.017381,0.011395,0.012598,0.01289
6587,IGR,15,97,JER,2,3,NEW,MED,Jequitiba-rosa,Cariniana legalis,V,V,V,V,,0.89,1.69,2.01,,0.000062,0.000224,0.000317
6588,IGR,15,98,ACG,2,3,NEW,MED,angico-cangalha,Mimosa artemisiana,V,V,V,V,10.181,12.457,7.83,11.664,0.008141,0.012187,0.004815,0.010685
6589,IGR,15,99,SAP,2,3,NEW,MED,sapucaia,Lecythis pisonis,V,V,V,V,2.069,2.86,3.18,3.53,0.000336,0.000642,0.000794,0.000979
6590,IGR,15,100,PUT,2,3,NEW,MED,Putumuju,Centrolobium microchaete,V,V,V,V,5.57,6.4,7,7.35,0.002437,0.003217,0.003848,0.004243
6591,IGR,15,101,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,14.165,14.71,14.64,14.8,0.015758,0.016995,0.016833,0.017203
6592,IGR,15,102,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,13.751,14.07,14.2,14.51,0.014851,0.015548,0.015837,0.016536
6593,IGR,15,103,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,13.337,15.92,17.44,19.1,0.013971,0.019906,0.023888,0.028652
6594,IGR,15,104,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,12.892,13.5,13.43,14.16,0.013053,0.014314,0.014166,0.015748
6595,IGR,15,105,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,13.051,14.58,15.22,15.76,0.013377,0.016696,0.018194,0.019508
6596,IGR,15,106,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,18.557,24.7,26.74,27.69,0.027048,0.047916,0.056158,0.060219
6597,IGR,15,107,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,6.685,7.45,7.67,7.96,0.003509,0.004359,0.00462,0.004976
6598,IGR,15,108,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,18.685,22.92,24.96,25.91,0.02742,0.041259,0.04893,0.052726
6599,IGR,15,109,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,18.048,18.14,19.29,20.15,0.025583,0.025844,0.029225,0.031889
6600,IGR,15,110,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,18.43,22.73,24.29,24.99,0.026678,0.040578,0.046339,0.049048
6601,IGR,15,111,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,18.144,21.84,22.66,24.19,0.025855,0.037462,0.040328,0.045958
6602,IGR,15,112,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,18.08,20.18,20.69,21.01,0.025674,0.031984,0.033621,0.034669
6603,IGR,15,113,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,16.329,17.51,17.7,18.14,0.020942,0.02408,0.024606,0.025844
6604,IGR,15,114,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,16.234,19.45,20.24,21.01,0.020698,0.029712,0.032174,0.034669
6605,IGR,15,115,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,17.507,20.94,22.03,22.35,0.024072,0.034438,0.038117,0.039232
6606,IGR,15,116,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,9.231,9.96,10.12,10.5,0.006692,0.007791,0.008044,0.008659
6607,IGR,15,117,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,12.541,13.69,14.58,14.99,0.012353,0.01472,0.016696,0.017648
6608,IGR,15,118,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,13.528,15.28,15.6,17.51,0.014374,0.018337,0.019113,0.02408
6609,IGR,15,119,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,13.528,17.38,14.83,15.92,0.014374,0.023724,0.017273,0.019906
6610,IGR,15,120,EUC,2,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,14.642,16.62,17.19,18.49,0.016839,0.021695,0.023208,0.026851
6611,IGR,15,121,MUL,2,3,NEW,COM,Murici,Byrsonima sericea,V,V,V,V,3.413,4.551,6.039,7,0.000915,0.001626,0.002864,0.003848
6612,IGR,15,122,PBR,2,3,NEW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,3.716,3.724,4.512,5.428,0.001084,0.001089,0.001599,0.002314
6613,IGR,15,123,PTB,2,3,NEW,COM,Pitomba,Talisia coriacea,V,V,V,V,,0.67,1.132,1.538,,0.000035,0.000101,0.000186
6614,IGR,15,124,IPR,2,3,NEW,FIN,Ipe-roxo,Handroanthus impetiginosus,V,V,V,V,5.316,5.98,6.11,5.73,0.002219,0.002809,0.002932,0.002579
6615,IGR,15,125,EBR,2,3,NEW,COM,Embauba-branca,Cecropia hololeuca,V,V,V,V,9.231,11.71,12.86,12.89,0.006692,0.01077,0.012989,0.01305
6616,IGR,15,126,BAL,2,3,NEW,FIN,Balsamo,Myrocarpus frondosus,M,V,V,V,,,,,,,,
6617,IGR,15,127,BDB,2,3,NEW,COM,Baba-de-boi,Cordia superba,V,V,V,V,4.732,5.556,5.92,3.901,0.001759,0.002424,0.002752,0.001195
6618,IGR,15,128,JBA,2,3,NEW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,2.79,3.31,4.14,4.84,0.000611,0.00086,0.001346,0.00184
6619,IGR,15,129,JAN,2,3,NEW,COM,Janauba,Plumeria sucuuba,V,V,V,V,1.496,2.55,3.5,3.98,0.000176,0.000511,0.000962,0.001244
6620,IGR,15,130,PBR,2,3,NEW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,1.974,2.45,2.93,3.44,0.000306,0.000471,0.000674,0.000929
6621,IGR,22,1,JBA,3,3,NEW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,M,M,M,M,,,,,,,,
6622,IGR,22,2,JAN,3,3,NEW,COM,Janauba,Plumeria sucuuba,M,M,M,M,,,,,,,,
6623,IGR,22,3,PBR,3,3,NEW,FIN,Pau-Brasil,Caesalpinia echinata,M,M,M,M,,,,,,,,
6624,IGR,22,4,BDB,3,3,NEW,COM,Baba-de-boi,Cordia superba,M,M,M,M,,,,,,,,
6625,IGR,22,5,PAM,3,3,NEW,FIN,peroba-amarela,Paratecoma peroba,M,M,M,M,,,,,,,,
6626,IGR,22,6,EBR,3,3,NEW,COM,Embauba-branca,Cecropia hololeuca,M,M,M,M,,,,,,,,
6627,IGR,22,7,JTB,3,3,NEW,FIN,Jatoba,Hymenaea courbaril,V,V,V,V,,3.837,3.719,4.237,,0.001156,0.001086,0.00141
6628,IGR,22,8,PTB,3,3,NEW,COM,Pitomba,Talisia coriacea,M,M,M,M,,,,,,,,
6629,IGR,22,9,JBA,3,3,NEW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,M,M,M,2.069,,,,0.000336,,,
6630,IGR,22,10,MUL,3,3,NEW,COM,Murici,Byrsonima sericea,M,M,M,M,,,,,,,,
6631,IGR,22,11,ACT,3,3,NEW,MED,angico-curtidor,Anadenanthera peregrina,V,V,V,V,3.234,4.376,5.181,5.27,0.000822,0.001504,0.002108,0.002181
6632,IGR,22,12,JEB,3,3,NEW,MED,Jequitiba-branco,Cariniana estrelensis,V,V,V,V,3.266,3.82,4.27,8.91,0.000838,0.001146,0.001432,0.006235
6633,IGR,22,13,JUE,3,3,NEW,MED,juerana-vermelha,Parkia pendula,V,V,V,V,,,1.21,2.23,,,0.000115,0.000391
6634,IGR,22,14,PAS,3,3,NEW,MED,Pau-sangue,Pterocarpus rohrii,V,V,V,V,2.387,3.72,3.812,4.9,0.000448,0.001087,0.001141,0.001886
6635,IGR,22,15,ACJ,3,3,NEW,MED,angico-canjiquinha,Peltophorum dubium,V,V,V,V,4.775,4.71,4.58,4.84,0.00179,0.001742,0.001647,0.00184
6636,IGR,22,16,TIM,3,3,NEW,MED,Tamboril,Enterolobium contortisiliquum,V,V,V,V,13.998,14.898,12.601,12.877,0.01539,0.017432,0.01247,0.013023
6637,IGR,22,17,JER,3,3,NEW,MED,Jequitiba-rosa,Cariniana legalis,V,M,M,M,,,,,,,,
6638,IGR,22,18,ACG,3,3,NEW,MED,angico-cangalha,Mimosa artemisiana,V,V,V,V,9.37,9.816,10.719,10.855,0.006895,0.007568,0.009024,0.009254
6639,IGR,22,19,PUT,3,3,NEW,MED,Putumuju,Centrolobium microchaete,V,V,V,V,1.432,2.885,2.863,3.12,0.000161,0.000654,0.000644,0.000765
6640,IGR,22,20,SAP,3,3,NEW,MED,sapucaia,Lecythis pisonis,V,V,V,V,2.228,2.74,2.8,3.498,0.00039,0.00059,0.000616,0.000961
6641,IGR,22,21,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,15.12,15.92,15.72,15.72,0.017955,0.019906,0.019409,0.019409
6642,IGR,22,22,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,22.968,28.689,31.014,31.68,0.041432,0.064641,0.075545,0.078824
6643,IGR,22,23,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,14.961,20.05,20.63,21.65,0.017579,0.031573,0.033426,0.036813
6644,IGR,22,24,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,10.504,12.03,12.48,13.37,0.008666,0.011366,0.012233,0.01404
6645,IGR,22,25,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,14.961,15.6,15.47,15.63,0.017579,0.019113,0.018796,0.019187
6646,IGR,22,26,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,15.597,24.83,26.99,27.79,0.019107,0.048422,0.057213,0.060655
6647,IGR,22,27,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,10.186,11.14,11.27,12.06,0.008149,0.009747,0.009976,0.011423
6648,IGR,22,28,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,1.91,24.83,26.67,27.37,0.000286,0.048422,0.055864,0.058836
6649,IGR,22,29,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,19.735,24.67,26.23,26.52,0.03059,0.0478,0.054036,0.055238
6650,IGR,22,30,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,17.666,22.92,24.45,25.78,0.024512,0.041259,0.046951,0.052198
6651,IGR,22,31,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,18.303,21.96,22.28,22.28,0.02631,0.037875,0.038987,0.038987
6652,IGR,22,32,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,17.507,21.45,22.28,21.96,0.024072,0.036136,0.038987,0.037875
6653,IGR,22,33,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,18.78,23.36,23.62,23.3,0.027701,0.042858,0.043818,0.042638
6654,IGR,22,34,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,18.939,22.85,23.87,24,0.028172,0.041007,0.04475,0.045239
6655,IGR,22,35,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,18.78,23.36,24,24.13,0.027701,0.042858,0.045239,0.04573
6656,IGR,22,36,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,11.141,12.29,12.22,11.97,0.009748,0.011863,0.011728,0.011253
6657,IGR,22,37,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,12.573,13.5,13.5,13.46,0.012416,0.014314,0.014314,0.014229
6658,IGR,22,38,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,12.732,14.01,14.39,14.51,0.012732,0.015416,0.016263,0.016536
6659,IGR,22,39,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,11.141,16.74,16.68,16.36,0.009748,0.022009,0.021852,0.021021
6660,IGR,22,40,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,10.027,14.71,14.71,15.22,0.007896,0.016995,0.016995,0.018194
6661,IGR,22,41,MUL,3,3,NEW,COM,Murici,Byrsonima sericea,M,M,M,M,,,,,,,,
6662,IGR,22,42,PBR,3,3,NEW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,1.273,1.91,2.16,2.55,0.000127,0.000287,0.000366,0.000511
6663,IGR,22,43,PTB,3,3,NEW,COM,Pitomba,Talisia coriacea,M,M,M,M,,,,,,,,
6664,IGR,22,44,IPR,3,3,NEW,FIN,Ipe-roxo,Handroanthus impetiginosus,V,V,V,V,3.501,3.88,4.07,4.14,0.000963,0.001182,0.001301,0.001346
6665,IGR,22,45,EBR,3,3,NEW,COM,Embauba-branca,Cecropia hololeuca,M,M,M,M,,,,,,,,
6666,IGR,22,46,BAL,3,3,NEW,FIN,Balsamo,Myrocarpus frondosus,M,M,M,M,,,,,,,,
6667,IGR,22,47,BDB,3,3,NEW,COM,Baba-de-boi,Cordia superba,M,M,M,M,,,,,,,,
6668,IGR,22,48,JBA,3,3,NEW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,7.383,9.358,10.292,11.5,0.004281,0.006878,0.008319,0.010386
6669,IGR,22,49,JAN,3,3,NEW,COM,Janauba,Plumeria sucuuba,M,M,M,M,,,,,,,,
6670,IGR,22,50,PBR,3,3,NEW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,1.273,1.85,1.02,2.55,0.000127,0.000269,0.000082,0.000511
6671,IGR,22,51,ACT,3,3,NEW,MED,angico-curtidor,Anadenanthera peregrina,V,V,V,V,2.251,4.068,4.206,4.718,0.000398,0.0013,0.001389,0.001748
6672,IGR,22,52,JEB,3,3,NEW,MED,Jequitiba-branco,Cariniana estrelensis,V,V,V,V,1.751,2.99,2.9,3.82,0.000241,0.000702,0.000661,0.001146
6673,IGR,22,53,JUE,3,3,NEW,MED,juerana-vermelha,Parkia pendula,M,M,M,M,,,,,,,,
6674,IGR,22,54,PAS,3,3,NEW,MED,Pau-sangue,Pterocarpus rohrii,M,M,M,M,,,,,,,,
6675,IGR,22,55,ACJ,3,3,NEW,MED,angico-canjiquinha,Peltophorum dubium,V,V,V,V,4.775,4.77,4.77,4.84,0.00179,0.001787,0.001787,0.00184
6676,IGR,22,56,TIM,3,3,NEW,MED,Tamboril,Enterolobium contortisiliquum,V,V,V,V,16.613,16.506,16.639,16.996,0.021677,0.021397,0.021744,0.022688
6677,IGR,22,57,JER,3,3,NEW,MED,Jequitiba-rosa,Cariniana legalis,M,M,M,M,,,,,,,,
6678,IGR,22,58,ACG,3,3,NEW,MED,angico-cangalha,Mimosa artemisiana,V,V,V,V,,14.821,15.467,15.894,,0.017252,0.018789,0.019841
6679,IGR,22,59,PUT,3,3,NEW,MED,Putumuju,Centrolobium microchaete,V,V,V,V,14.071,4.97,5.54,5.73,0.015551,0.00194,0.002411,0.002579
6680,IGR,22,60,SAP,3,3,NEW,MED,sapucaia,Lecythis pisonis,V,V,V,V,3.501,3.37,3.76,4.46,0.000963,0.000892,0.00111,0.001562
6681,IGR,22,61,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,16.075,21.01,21.96,22.92,0.020294,0.034669,0.037875,0.041259
6682,IGR,22,62,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,16.87,21.45,22.09,22.92,0.022353,0.036136,0.038325,0.041259
6683,IGR,22,63,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,15.61,17.51,18.21,18.78,0.019138,0.02408,0.026044,0.0277
6684,IGR,22,64,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,15.915,16.445,16.416,16.384,0.019894,0.021241,0.021165,0.021082
6685,IGR,22,65,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,17.189,20.24,20.82,22.28,0.023205,0.032174,0.034045,0.038987
6686,IGR,22,66,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,21.963,20.31,20.91,21.01,0.037887,0.032397,0.03434,0.034669
6687,IGR,22,67,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,V,V,V,V,,27.76,29.48,30.53,,0.060524,0.068257,0.073205
6688,IGR,22,68,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6689,IGR,22,69,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6690,IGR,22,70,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6691,IGR,22,71,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6692,IGR,22,72,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6693,IGR,22,73,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6694,IGR,22,74,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6695,IGR,22,75,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6696,IGR,22,76,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6697,IGR,22,77,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6698,IGR,22,78,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6699,IGR,22,79,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6700,IGR,22,80,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6701,IGR,22,81,JBA,3,3,NEW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,7.276,5.41,5.89,6.37,0.004158,0.002299,0.002725,0.003187
6702,IGR,22,82,JAN,3,3,NEW,COM,Janauba,Plumeria sucuuba,M,M,M,M,,,,,,,,
6703,IGR,22,83,PBR,3,3,NEW,FIN,Pau-Brasil,Caesalpinia echinata,V,V,V,V,2.761,2.8,3.15,3.21,0.000599,0.000616,0.000779,0.000809
6704,IGR,22,84,BDB,3,3,NEW,COM,Baba-de-boi,Cordia superba,M,M,M,M,,,,,,,,
6705,IGR,22,85,PAM,3,3,NEW,FIN,peroba-amarela,Paratecoma peroba,V,V,V,V,3.756,3.775,3.686,2.06,0.001108,0.001119,0.001067,0.000333
6706,IGR,22,86,EBR,3,3,NEW,COM,Embauba-branca,Cecropia hololeuca,M,M,M,M,,,,,,,,
6707,IGR,22,87,JTB,3,3,NEW,FIN,Jatoba,Hymenaea courbaril,V,V,V,V,,1.312,1.541,2.096,,0.000135,0.000186,0.000345
6708,IGR,22,88,PTB,3,3,NEW,COM,Pitomba,Talisia coriacea,M,M,M,M,,,,,,,,
6709,IGR,22,89,JBA,3,3,NEW,FIN,Jacaranda-da-Bahia,Dalbergia nigra,V,V,V,V,5.125,5.35,5.47,7.32,0.002063,0.002248,0.00235,0.004208
6710,IGR,22,90,MUL,3,3,NEW,COM,Murici,Byrsonima sericea,M,M,M,M,,,,,,,,
6711,IGR,22,91,ACT,3,3,NEW,MED,angico-curtidor,Anadenanthera peregrina,V,V,V,V,6.302,7,7.67,8.53,0.003119,0.003848,0.00462,0.005715
6712,IGR,22,92,JEB,3,3,NEW,MED,Jequitiba-branco,Cariniana estrelensis,V,V,V,V,2.069,2.8,2.93,3.63,0.000336,0.000616,0.000674,0.001035
6713,IGR,22,93,JUE,3,3,NEW,MED,juerana-vermelha,Parkia pendula,V,V,V,V,,,,,,,,
6714,IGR,22,94,PAS,3,3,NEW,MED,Pau-sangue,Pterocarpus rohrii,V,V,V,V,0.796,0.95,1.21,1.4,0.00005,0.000071,0.000115,0.000154
6715,IGR,22,95,ACJ,3,3,NEW,MED,angico-canjiquinha,Peltophorum dubium,V,V,V,V,5.73,5.73,5.79,5.79,0.002578,0.002579,0.002633,0.002633
6716,IGR,22,96,TIM,3,3,NEW,MED,Tamboril,Enterolobium contortisiliquum,V,V,V,V,21.129,23.446,23.574,23.922,0.035062,0.043174,0.043649,0.044946
6717,IGR,22,97,JER,3,3,NEW,MED,Jequitiba-rosa,Cariniana legalis,M,M,M,M,,,,,,,,
6718,IGR,22,98,ACG,3,3,NEW,MED,angico-cangalha,Mimosa artemisiana,V,V,V,V,,1.046,,0.32,,0.000086,,0.000008
6719,IGR,22,99,PUT,3,3,NEW,MED,Putumuju,Centrolobium microchaete,V,V,V,V,4.615,4.97,5.28,5.47,0.001673,0.00194,0.00219,0.00235
6720,IGR,22,100,SAP,3,3,NEW,MED,sapucaia,Lecythis pisonis,M,M,M,M,,,,,,,,
6721,IGR,22,101,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6722,IGR,22,102,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6723,IGR,22,103,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
6724,IGR,22,104,EUC,3,3,NEW,INI,eucalipto,Eucalyptus spp.,NP,NP,NP,NP,,,,,,,,
