id,site,plot,tree,SPP,block,modelo,treatment,tratamcarina,wood,popular,spp,dapeq20,dapeq39,dapeq52,dapeq58,g20m2,g39m2,g52m2,g58m2,htotal39,htotal52,htotal58
2329,ara,20,49,JER,2,1,NNW,1,MED,Jequitiba-rosa,Cariniana legalis,3.82,,,,0.00115,,,,0.7,,
2330,ara,20,50,ACJ,2,1,NNW,1,MED,Angico-canjiquinha,Peltophorum dubium ,3.66,8.44,9.65,10.5,0.00105,0.0056,0.00731,0.00865,5.3,7.4,9.2
2331,ara,20,51,ACT,2,1,NNW,1,MED,Angico-curtidor,Anadenanthera peregrina ,3.18,11.2,15.28,16.93,0.00079,0.00985,0.01834,0.02251,5.2,9.6,9.9
2332,ara,20,52,MDN,2,1,NNW,1,MED,Madeira-nova,Pterogyne nitens,2.86,2.52,3.82,3.57,0.00064,0.0005,0.00114,0.001,2.8,4.7,5.3
2333,ara,20,53,SAP,2,1,NNW,1,MED,Sapucaia,Lecythis pisonis,,,,,,,,,0.9,,
2334,ara,20,54,AGV,2,1,NNW,1,MED,Angico-vermelho,Newtonia spp.,,,2.58,2.75,,,0.00052,0.0006,1,2.9,2.9
2335,ara,20,55,PAS,2,1,NNW,1,MED,Pau-sangue,Pterocarpus rohrii,,,,,,,,,0,,
2336,ara,20,56,ACG,2,1,NNW,1,MED,Angico-cangalha,Mimosa artemisiana,8.84,25.21,27.33,27.1,0.00614,0.04992,0.05866,0.05768,10,9.5,11.2
2337,ara,20,57,JEB,2,1,NNW,1,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0,,
2338,ara,20,58,JUE,2,1,NNW,1,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
2339,ara,20,59,JER,2,1,NNW,1,MED,Jequitiba-rosa,Cariniana legalis,,,,,,,,,0.7,,
2340,ara,20,60,ACJ,2,1,NNW,1,MED,Angico-canjiquinha,Peltophorum dubium ,2.63,6.53,6.98,7.61,0.00054,0.00335,0.00382,0.00454,5.8,7.4,8.3
2341,ara,20,61,INM,2,1,NNW,1,INI,Inga-de-metro,Inga edulis,5.51,16.95,20.95,21.16,0.00239,0.02255,0.03446,0.03518,7.8,8.4,4.3
2342,ara,20,62,BOL,2,1,NNW,1,INI,Boleira,Joannesia princeps,1.59,9.71,11.75,12.67,0.0002,0.00741,0.01084,0.01261,6.3,8.3,9.3
2343,ara,20,63,CBT,2,1,NNW,1,INI,Camboata,Cupania sp.,,1.27,2.58,2.77,,0.00013,0.00052,0.0006,2.2,3,3.3
2344,ara,20,64,PPO,2,1,NNW,1,INI,Peito-de-pombo,Tapirira guianensis,1.27,,,,0.00013,,,,0.9,,
2345,ara,20,65,MUL,2,1,NNW,1,INI,Mululo,Aegiphila sellowiana,5.18,5.59,,,0.00211,0.00246,,,3.8,,
2346,ara,20,66,ING,2,1,NNW,1,INI,Inga,Inga laurina,3.72,4.55,6.42,6.05,0.00109,0.00163,0.00324,0.00287,3.4,4.6,5
2347,ara,20,67,TIM,2,1,NNW,1,INI,Tamboril,Enterolobium contortisiliquum,8.61,13.41,15.78,15.78,0.00582,0.01412,0.01957,0.01956,6,6.5,6.5
2348,ara,20,68,FDG,2,1,NNW,1,INI,Fedegoso,Senna macranthera,3.83,10.28,13.39,14.3,0.00115,0.0083,0.01408,0.01605,6.2,5.4,9.1
2349,ara,20,69,PVI,2,1,NNW,1,INI,Pau-viola,Cytharexyllum myrianthum,3.5,3.82,4.14,4.2,0.00096,0.00115,0.00135,0.00139,3,4.2,3.5
2350,ara,20,70,CFO,2,1,NNW,1,INI,Cinco-folhas,Sparattosperma leucanthum,,,,,,,,,0,,
2351,ara,20,71,INM,2,1,NNW,1,INI,Inga-de-metro,Inga edulis,3.19,8.93,9.31,9.38,0.0008,0.00626,0.00681,0.00691,3.5,4.6,4.4
2352,ara,20,72,BOL,2,1,NNW,1,INI,Boleira,Joannesia princeps,7.16,13.02,15.61,16.52,0.00402,0.01332,0.01915,0.02144,6.5,7.3,8.6
2353,ara,20,73,CBT,2,1,NNW,1,INI,Camboata,Cupania sp.,,,,,,,,,0,,
2354,ara,20,74,PPO,2,1,NNW,1,INI,Peito-de-pombo,Tapirira guianensis,1.91,4.73,5.48,5.86,0.00029,0.00176,0.00236,0.00269,3.6,4.7,4.4
2355,ara,20,75,MUL,2,1,NNW,1,INI,Mululo,Aegiphila sellowiana,4.15,4.85,4.79,,0.00135,0.00185,0.00181,,4.2,4,
2356,ara,20,76,ING,2,1,NNW,1,INI,Inga,Inga laurina,3.39,8.53,9.79,9.88,0.0009,0.00571,0.00753,0.00767,5.2,6,6.6
2357,ara,20,77,TIM,2,1,NNW,1,INI,Tamboril,Enterolobium contortisiliquum,3.39,3.27,4.66,3.63,0.0009,0.00084,0.00171,0.00103,2.1,2.7,2.6
2358,ara,20,78,FDG,2,1,NNW,1,INI,Fedegoso,Senna macranthera,8.33,15.96,18.97,19.97,0.00545,0.02001,0.02825,0.03133,8.8,10.5,11
2359,ara,20,79,PVI,2,1,NNW,1,INI,Pau-viola,Cytharexyllum myrianthum,3.63,2.49,4.69,4.61,0.00103,0.00049,0.00173,0.00167,2.4,3.7,4.2
2360,ara,20,80,CFO,2,1,NNW,1,INI,Cinco-folhas,Sparattosperma leucanthum,2.86,3.39,2.63,3.06,0.00064,0.0009,0.00054,0.00074,2.8,3,2.8
2361,ara,20,81,PBR,2,1,NNW,1,FIN,Pau-Brasil,Caesalpinia echinata,,2.14,2.77,3.59,,0.00036,0.0006,0.00101,1.8,2.6,2.7
2362,ara,20,82,COR,2,1,NNW,1,COM,Corindiba,Trema micrantha,6.68,6.84,,,0.0035,0.00367,,,3.3,,
2363,ara,20,83,CED,2,1,NNW,1,FIN,Cedro,Cedrela fissilis,4.15,7.01,7.93,9.64,0.00135,0.00386,0.00494,0.0073,6.5,7.9,8.3
2364,ara,20,84,EBR,2,1,NNW,1,COM,Embauba-branca,Cecropia hololeuca,5.09,6.84,8.34,,0.00203,0.00367,0.00546,,5.8,7.4,
2365,ara,20,85,IPR,2,1,NNW,1,FIN,Ipe-roxo,Tabebuia heptaphylla,1.8,1.59,2.74,3.02,0.00025,0.0002,0.00059,0.00072,2.3,2.9,3.4
2366,ara,20,86,PTG,2,1,NNW,1,COM,Pitanga,Eugenia uniflora,,,,,,,,,0.4,,
2367,ara,20,87,PAM,2,1,NNW,1,FIN,Peroba-amarela,Paratecoma peroba,2.23,,,,0.00039,,,,0.7,,
2368,ara,20,88,AGO,2,1,NNW,1,COM,Agoniada,Himatanthus sucuuba ,2.86,4.77,6.01,6.32,0.00064,0.00179,0.00283,0.00314,3.4,4.2,4.4
2369,ara,20,89,JTB,2,1,NNW,1,FIN,Jatoba,Hymenaea courbaril,,,,,,,,,0,,
2370,ara,20,90,FSB,2,1,NNW,1,COM,Fruto-de-sabia,Acnistus arborescens,,,,,,,,,0,,
2371,ara,20,91,IPF,2,1,NNW,1,FIN,Ipe-felpudo,Zeyheria tuberculosa,2.86,5.6,6.08,6.4,0.00064,0.00246,0.0029,0.00322,4.6,6.4,7.1
2372,ara,20,92,ARO,2,1,NNW,1,COM,Aroeira-pimenteira,Schinus terenbitifolius,3.67,7.16,9.82,9.92,0.00106,0.00403,0.00757,0.00773,3.7,5.1,5.5
2373,ara,20,93,VIN,2,1,NNW,1,FIN,Vinhatico,Plathymenia foliolosa,4.33,11.27,12.95,13.3,0.00147,0.00997,0.01317,0.01389,5.2,6.6,6.7
2374,ara,20,94,CMI,2,1,NNW,1,COM,Caja-mirim,Spondias spp.,1.59,5.89,6.68,6.65,0.0002,0.00272,0.0035,0.00347,4.6,6.1,7
2375,ara,20,95,BRA,2,1,NNW,1,FIN,Brauna,Melanoxylon brauna,,,1.07,1.42,,,0.00009,0.00016,1.2,1.5,1.8
2376,ara,20,96,MUR,2,1,NNW,1,COM,Murici,Byrsonima spp.,2.25,2.44,2.73,2.51,0.0004,0.00047,0.00058,0.0005,1.9,2,2.3
2377,ara,20,97,BAL,2,1,NNW,1,FIN,Balsamo,Myrocarpus frondosus,,0.95,1.53,2.08,,0.00007,0.00018,0.00034,1.4,2.2,2.5
2378,ara,20,98,ARA,2,1,NNW,1,COM,Araca,Psidium sp.,,,,,,,,,0.5,,
2379,ara,20,99,JBA,2,1,NNW,1,FIN,Jacaranda-da-Bahia,Dalbergia nigra,4.59,,,,0.00166,,,,0,,
2380,ara,20,100,PCG,2,1,NNW,1,COM,Pau-cigarra,Senna multijuga,3.5,8.47,9.6,9.75,0.00096,0.00564,0.00725,0.00746,5,6.5,6.5
2381,ara,20,101,INM,2,1,NNW,1,INI,Inga-de-metro,Inga edulis,3.95,14.15,17.15,17.47,0.00123,0.01573,0.02311,0.02397,5.5,7,6.7
2382,ara,20,102,BOL,2,1,NNW,1,INI,Boleira,Joannesia princeps,7.78,13.11,15.03,16.18,0.00475,0.0135,0.01774,0.02057,6,8.3,9.8
2383,ara,20,103,CBT,2,1,NNW,1,INI,Camboata,Cupania sp.,,,,,,,,,0,,
2384,ara,20,104,PPO,2,1,NNW,1,INI,Peito-de-pombo,Tapirira guianensis,3.5,6.33,8.1,8.05,0.00096,0.00315,0.00515,0.00509,5.5,7,8
2385,ara,20,105,MUL,2,1,NNW,1,INI,Mululo,Aegiphila sellowiana,4.71,4.93,4.84,4.77,0.00174,0.00191,0.00184,0.00179,3.8,4.5,4.4
2386,ara,20,106,ING,2,1,NNW,1,INI,Inga,Inga laurina,3.45,8.53,9.48,9.34,0.00093,0.00572,0.00706,0.00686,4.2,4.8,3.3
2387,ara,20,107,TIM,2,1,NNW,1,INI,Tamboril,Enterolobium contortisiliquum,6.81,10.7,11.71,11.41,0.00364,0.00899,0.01077,0.01022,3.7,4.8,3.5
2388,ara,20,108,FDG,2,1,NNW,1,INI,Fedegoso,Senna macranthera,9.57,16.39,19.67,20.69,0.0072,0.0211,0.03039,0.03362,8,9.8,10.5
2389,ara,20,109,PVI,2,1,NNW,1,INI,Pau-viola,Cytharexyllum myrianthum,5.09,5.25,6.05,5.79,0.00203,0.00216,0.00287,0.00263,4.2,6.2,5.6
2390,ara,20,110,CFO,2,1,NNW,1,INI,Cinco-folhas,Sparattosperma leucanthum,2.55,6.76,9.02,9.77,0.00051,0.00359,0.00639,0.0075,5.5,7.3,8.2
2391,ara,20,111,INM,2,1,NNW,1,INI,Inga-de-metro,Inga edulis,7.7,16.51,18.31,18.52,0.00466,0.0214,0.02634,0.02693,5.5,6.4,6.3
2392,ara,20,112,BOL,2,1,NNW,1,INI,Boleira,Joannesia princeps,5.09,11.9,14.56,15.67,0.00203,0.01113,0.01665,0.01927,6,9.2,10.9
2393,ara,20,113,CBT,2,1,NNW,1,INI,Camboata,Cupania sp.,5.45,,0.48,0.67,0.00233,,0.00002,0.00004,1.1,1.4,1.8
2394,ara,20,114,PPO,2,1,NNW,1,INI,Peito-de-pombo,Tapirira guianensis,2.72,6.96,9.35,7.79,0.00058,0.0038,0.00687,0.00476,5,6.8,7.3
2395,ara,20,115,MUL,2,1,NNW,1,INI,Mululo,Aegiphila sellowiana,5.15,8.85,9.67,6.79,0.00208,0.00615,0.00734,0.00362,5.7,6.7,6.6
2396,ara,20,116,ING,2,1,NNW,1,INI,Inga,Inga laurina,4.69,12.89,15.77,17.32,0.00173,0.01305,0.01954,0.02357,5.2,5.9,7
2397,ara,20,117,TIM,2,1,NNW,1,INI,Tamboril,Enterolobium contortisiliquum,3.19,4.07,4.2,4.23,0.0008,0.0013,0.00139,0.00141,2.5,2.9,2.9
2398,ara,20,118,FDG,2,1,NNW,1,INI,Fedegoso,Senna macranthera,7.42,14.87,18.33,21.54,0.00433,0.01737,0.02638,0.03643,5.5,7.8,9
2399,ara,20,119,PVI,2,1,NNW,1,INI,Pau-viola,Cytharexyllum myrianthum,4.04,3.66,5.07,5.19,0.00128,0.00105,0.00202,0.00212,2.6,3.5,4.2
2400,ara,20,120,CFO,2,1,NNW,1,INI,Cinco-folhas,Sparattosperma leucanthum,1.56,2.08,3.71,6.51,0.00019,0.00034,0.00108,0.00333,2.2,3.4,3.8
2401,ara,21,1,PBR,5,2,NES,2,FIN,Pau-Brasil,Caesalpinia echinata,,2.71,3.18,3.5,,0.00058,0.00079,0.00096,2.7,3.7,3.2
2402,ara,21,2,COR,5,2,NES,2,COM,Corindiba,Trema micrantha,8.14,6.13,,,0.00521,0.00295,,,4.2,,
2403,ara,21,3,CED,5,2,NES,2,FIN,Cedro,Cedrela fissilis,2.23,3.5,3.6,3.5,0.00039,0.00096,0.00102,0.00096,4,4.2,4.3
2404,ara,21,4,EBR,5,2,NES,2,COM,Embauba-branca,Cecropia hololeuca,4.46,5.73,,,0.00156,0.00258,,,6,,
2405,ara,21,5,IPR,5,2,NES,2,FIN,Ipe-roxo,Tabebuia heptaphylla,,,,,,,,,0.6,,
2406,ara,21,6,PTG,5,2,NES,2,COM,Pitanga,Eugenia uniflora,,,,,,,,,0.9,,
2407,ara,21,7,PAM,5,2,NES,2,FIN,Peroba-amarela,Paratecoma peroba,,,,,,,,,0,,
2408,ara,21,8,AGO,5,2,NES,2,COM,Agoniada,Himatanthus sucuuba ,,,,,,,,,0,,
2409,ara,21,9,JTB,5,2,NES,2,FIN,Jatoba,Hymenaea courbaril,,,,,,,,,0.6,,
2410,ara,21,10,FSB,5,2,NES,2,COM,Fruto-de-sabia,Acnistus arborescens,,,,,,,,,0,,
2411,ara,21,11,IPF,5,2,NES,2,FIN,Ipe-felpudo,Zeyheria tuberculosa,1.27,2.01,2.29,,0.00013,0.00032,0.00041,,1.7,2,
2412,ara,21,12,ARO,5,2,NES,2,COM,Aroeira-pimenteira,Schinus terenbitifolius,3.39,4.07,4.28,4.05,0.0009,0.0013,0.00144,0.00129,2.8,2.8,2.9
2413,ara,21,13,VIN,5,2,NES,2,FIN,Vinhatico,Plathymenia foliolosa,4.62,5.09,7.68,7.54,0.00168,0.00203,0.00463,0.00447,3.5,4.1,4.3
2414,ara,21,14,CMI,5,2,NES,2,COM,Caja-mirim,Spondias spp.,6.32,6.44,6.91,7.35,0.00313,0.00326,0.00376,0.00424,5.7,5.7,5.8
2415,ara,21,15,BRA,5,2,NES,2,FIN,Brauna,Melanoxylon brauna,,2.55,2.32,,,0.00051,0.00042,,2.4,2.5,
2416,ara,21,16,MUR,5,2,NES,2,COM,Murici,Byrsonima spp.,2.29,1.71,1.58,1.57,0.00041,0.00023,0.0002,0.00019,1.5,1.9,1.8
2417,ara,21,17,BAL,5,2,NES,2,FIN,Balsamo,Myrocarpus frondosus,,,,,,,,,0.8,,
2418,ara,21,18,ARA,5,2,NES,2,COM,Araca,Psidium sp.,,,,,,,,,0.7,,
2419,ara,21,19,JBA,5,2,NES,2,FIN,Jacaranda-da-Bahia,Dalbergia nigra,,7.54,8.81,9.47,,0.00446,0.0061,0.00705,6.5,6.7,6.4
2420,ara,21,20,PCG,5,2,NES,2,COM,Pau-cigarra,Senna multijuga,4.46,11.5,13.21,14.65,0.00156,0.01039,0.01371,0.01685,6,6.8,6.2
2421,ara,21,21,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,11.46,15.18,17.89,18.62,0.01031,0.0181,0.02514,0.02723,16,20.2,22
2422,ara,21,22,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,9.23,16.87,20.05,21.39,0.00669,0.02235,0.03157,0.03593,17.2,21,22.6
2423,ara,21,23,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7.32,15.76,17.67,18.46,0.00421,0.01951,0.02452,0.02676,15.8,19,20.3
2424,ara,21,24,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7.96,13.37,14.77,15.12,0.00498,0.01404,0.01713,0.01796,14.5,17.4,19.5
2425,ara,21,25,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,6.37,14.48,16.39,16.49,0.00319,0.01647,0.0211,0.02136,15,17.5,19.3
2426,ara,21,26,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,9.87,15.28,17.03,17.03,0.00765,0.01834,0.02278,0.02278,15,18,19.3
2427,ara,21,27,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,11.78,14.74,16.87,17.44,0.0109,0.01706,0.02235,0.02389,15,17.5,19.2
2428,ara,21,28,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,10.82,13.78,15.72,16.55,0.00919,0.01491,0.01941,0.02151,14.8,16.4,19.2
2429,ara,21,29,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,9.55,13.18,15.02,15.31,0.00716,0.01364,0.01772,0.01841,14.4,17,18.6
2430,ara,21,30,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,8.28,14.39,16.55,16.93,0.00538,0.01626,0.02151,0.02251,14.5,17.4,19
2431,ara,21,31,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7,8.28,8.15,8.21,0.00385,0.00538,0.00522,0.00529,10.2,11.2,12.1
2432,ara,21,32,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7.32,15.6,18.3,18.97,0.00421,0.01911,0.0263,0.02826,15,17,19.2
2433,ara,21,33,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7,14.64,16.39,16.87,0.00385,0.01683,0.0211,0.02235,15.1,17.4,19.8
2434,ara,21,34,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,6.68,15.28,17.35,17.95,0.0035,0.01834,0.02364,0.02531,15.7,18.2,19.5
2435,ara,21,35,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7,12.13,16.11,17.35,0.00385,0.01156,0.02038,0.02364,15,18.2,20.2
2436,ara,21,36,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,6.05,14.96,16.93,17.22,0.00287,0.01758,0.02251,0.02329,16,17.7,19.4
2437,ara,21,37,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7.48,13.31,14.87,15.12,0.00439,0.01391,0.01737,0.01796,14,17,18.7
2438,ara,21,38,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,6.68,15.92,18.81,19.03,0.0035,0.01991,0.02779,0.02844,17,18.7,21.2
2439,ara,21,39,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,6.21,14.87,16.07,16.36,0.00303,0.01737,0.02028,0.02102,16,18.3,20.1
2440,ara,21,40,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7,12.35,13.37,13.4,0.00385,0.01198,0.01404,0.0141,14.2,17,18.7
2441,ara,21,41,ACT,5,2,NES,2,MED,Angico-curtidor,Anadenanthera peregrina ,3.85,9.28,12.25,13.64,0.00116,0.00677,0.01178,0.01461,6.5,7.3,7.7
2442,ara,21,42,MDN,5,2,NES,2,MED,Madeira-nova,Pterogyne nitens,2.07,2.39,2.69,2.77,0.00034,0.00045,0.00057,0.0006,3.5,3.7,3.5
2443,ara,21,43,SAP,5,2,NES,2,MED,Sapucaia,Lecythis pisonis,1.75,,,,0.00024,,,,0.9,,
2444,ara,21,44,AGV,5,2,NES,2,MED,Angico-vermelho,Newtonia spp.,,,,,,,,,0,,
2445,ara,21,45,PAS,5,2,NES,2,MED,Pau-sangue,Pterocarpus rohrii,9.5,,1.1,1.13,0.00709,,0.00009,0.0001,1,1.5,1.6
2446,ara,21,46,ACG,5,2,NES,2,MED,Angico-cangalha,Mimosa artemisiana,,20.04,21.2,21.95,,0.03154,0.03531,0.03785,12.2,12,12.5
2447,ara,21,47,JEB,5,2,NES,2,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0.7,,
2448,ara,21,48,JUE,5,2,NES,2,MED,Juerana-vermelha,Parkia pendula,,,,,,,,,0,,
2449,ara,21,49,JER,5,2,NES,2,MED,Jequitiba-rosa,Cariniana legalis,,,,,,,,,1.1,,
2450,ara,21,50,ACJ,5,2,NES,2,MED,Angico-canjiquinha,Peltophorum dubium ,3.34,6.65,6.74,6.89,0.00087,0.00347,0.00357,0.00373,7.2,7.9,9
2451,ara,21,51,ACT,5,2,NES,2,MED,Angico-curtidor,Anadenanthera peregrina ,4.81,7.96,9.64,10.73,0.00182,0.00498,0.0073,0.00904,7.5,7.5,8.3
2452,ara,21,52,MDN,5,2,NES,2,MED,Madeira-nova,Pterogyne nitens,1.75,2.61,3.2,3.49,0.00024,0.00054,0.0008,0.00096,2.3,3.3,3.7
2453,ara,21,53,SAP,5,2,NES,2,MED,Sapucaia,Lecythis pisonis,,,,,,,,,0.6,,
2454,ara,21,54,AGV,5,2,NES,2,MED,Angico-vermelho,Newtonia spp.,,7.13,10.17,11.52,,0.00399,0.00812,0.01041,4.1,5.4,5.7
2455,ara,21,55,PAS,5,2,NES,2,MED,Pau-sangue,Pterocarpus rohrii,,,,,,,,,0.7,,
2456,ara,21,56,ACG,5,2,NES,2,MED,Angico-cangalha,Mimosa artemisiana,7.05,15.23,15.7,16.36,0.00391,0.01821,0.01937,0.02102,11.2,9.6,9.8
2457,ara,21,57,JEB,5,2,NES,2,MED,Jequitiba-branco,Cariniana estrelensis,,,,,,,,,0.6,,
2458,ara,21,58,JUE,5,2,NES,2,MED,Juerana-vermelha,Parkia pendula,,3.82,4.36,4.39,,0.00115,0.00149,0.00151,3.2,3.9,4
2459,ara,21,59,JER,5,2,NES,2,MED,Jequitiba-rosa,Cariniana legalis,,,,,,,,,1.2,,
2460,ara,21,60,ACJ,5,2,NES,2,MED,Angico-canjiquinha,Peltophorum dubium ,5.25,5.73,6.05,6.33,0.00217,0.00258,0.00287,0.00315,5.5,6,6.7
2461,ara,21,61,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,11.14,12.51,13.56,13.88,0.00975,0.01229,0.01444,0.01513,15.2,17.9,19.3
2462,ara,21,62,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,10.82,16.17,19.42,20.24,0.00919,0.02054,0.02962,0.03217,16.5,20,21.4
2463,ara,21,63,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7.96,14.48,16.23,16.62,0.00498,0.01647,0.02069,0.02169,15.1,18.2,19.5
2464,ara,21,64,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,6.68,11.08,12.03,9.1,0.0035,0.00964,0.01137,0.0065,13.5,16,17.2
2465,ara,21,65,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7.64,13.24,14.71,14.99,0.00458,0.01377,0.01699,0.01765,14,17,18.3
2466,ara,21,66,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,9.55,14.01,15.5,16.17,0.00716,0.01542,0.01887,0.02054,14.6,17,18.6
2467,ara,21,67,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,9.39,11.46,12.38,12.41,0.00693,0.01031,0.01204,0.0121,13.4,16,17.2
2468,ara,21,68,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,9.55,14.01,16.62,17.19,0.00716,0.01542,0.02169,0.02321,14.6,17.9,19.4
2469,ara,21,69,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7.32,12.51,14.01,14.26,0.00421,0.01229,0.01542,0.01597,14,17,17.8
2470,ara,21,70,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,8.44,12.99,14.96,15.28,0.00559,0.01325,0.01758,0.01834,14.4,17.2,18.9
2471,ara,21,71,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,8.28,13.85,16.14,16.58,0.00538,0.01507,0.02046,0.02159,15,17,19.4
2472,ara,21,72,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7.8,12.73,14.32,14.8,0.00478,0.01273,0.01611,0.0172,14.8,17.7,19.6
2473,ara,21,73,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7.64,12.25,13.53,13.81,0.00458,0.01179,0.01438,0.01498,13.6,16.1,17.6
2474,ara,21,74,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7.64,11.3,13.21,13.4,0.00458,0.01003,0.01371,0.0141,13.5,15.4,17.6
2475,ara,21,75,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7.96,11.14,12.73,13.18,0.00498,0.00975,0.01273,0.01364,13.5,16.1,17.1
2476,ara,21,76,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,8.75,9.39,10.22,10.44,0.00601,0.00693,0.0082,0.00856,12,14.7,15.9
2477,ara,21,77,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,8.91,15.28,19.58,27.37,0.00624,0.01834,0.03011,0.05884,15.7,20,21.5
2478,ara,21,78,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,8.59,15.6,17.83,18.72,0.0058,0.01911,0.02497,0.02752,15.8,19.2,21.8
2479,ara,21,79,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,7.32,15.92,19.26,20.31,0.00421,0.01991,0.02913,0.0324,17.5,21.5,23.2
2480,ara,21,80,EUC,5,2,NES,2,INI,Eucalipto,Eucalyptus,8.75,14.64,16.65,17,0.00601,0.01683,0.02177,0.0227,16,19,19.2
2481,ara,21,81,PBR,5,2,NES,2,FIN,Pau-Brasil,Caesalpinia echinata,,1.75,1.59,1.46,,0.00024,0.0002,0.00017,2.2,2.7,3
2482,ara,21,82,COR,5,2,NES,2,COM,Corindiba,Trema micrantha,9.41,12.65,13.59,13.6,0.00696,0.01257,0.0145,0.01453,8,8.1,
2483,ara,21,83,CED,5,2,NES,2,FIN,Cedro,Cedrela fissilis,2.83,,,,0.00063,,,,0,,
2484,ara,21,84,EBR,5,2,NES,2,COM,Embauba-branca,Cecropia hololeuca,7.64,6.59,6.68,6.68,0.00458,0.00341,0.0035,0.0035,6.2,6.7,4
2485,ara,21,85,IPR,5,2,NES,2,FIN,Ipe-roxo,Tabebuia heptaphylla,1.8,,,,0.00025,,,,0.6,,
2486,ara,21,86,PTG,5,2,NES,2,COM,Pitanga,Eugenia uniflora,,,,,,,,,1,,
2487,ara,21,87,PAM,5,2,NES,2,FIN,Peroba-amarela,Paratecoma peroba,2.58,,,,0.00052,,,,0,,
2488,ara,21,88,AGO,5,2,NES,2,COM,Agoniada,Himatanthus sucuuba ,,,,,,,,,1,,
2489,ara,21,89,JTB,5,2,NES,2,FIN,Jatoba,Hymenaea courbaril,1.59,1.81,3.31,3.21,0.0002,0.00026,0.00086,0.00081,2.2,3.4,3.5
2490,ara,21,90,FSB,5,2,NES,2,COM,Fruto-de-sabia,Acnistus arborescens,,,,,,,,,0,,
2491,ara,21,91,IPF,5,2,NES,2,FIN,Ipe-felpudo,Zeyheria tuberculosa,7,3.88,3.34,3.76,0.00385,0.00118,0.00088,0.00111,3.5,3.6,3.9
2492,ara,21,92,ARO,5,2,NES,2,COM,Aroeira-pimenteira,Schinus terenbitifolius,8.26,5.22,6.73,7.04,0.00535,0.00214,0.00356,0.00389,3.7,4.4,4.3
2493,ara,21,93,VIN,5,2,NES,2,FIN,Vinhatico,Plathymenia foliolosa,5.56,,,,0.00243,,,,0.9,,
2494,ara,21,94,CMI,5,2,NES,2,COM,Caja-mirim,Spondias spp.,5.25,4.2,4.36,4.49,0.00216,0.00139,0.00149,0.00158,5.2,4.7,4.8
2495,ara,21,95,BRA,5,2,NES,2,FIN,Brauna,Melanoxylon brauna,,,,,,,,,0,,
2496,ara,21,96,MUR,5,2,NES,2,COM,Murici,Byrsonima spp.,2.23,,1.15,1.82,0.00039,,0.0001,0.00026,1.2,1.7,1.7
2497,ara,21,97,BAL,5,2,NES,2,FIN,Balsamo,Myrocarpus frondosus,,1.27,2.01,2.65,,0.00013,0.00032,0.00055,2.1,2.8,2.8
2498,ara,21,98,ARA,5,2,NES,2,COM,Araca,Psidium sp.,,,,,,,,,0.4,,
2499,ara,21,99,JBA,5,2,NES,2,FIN,Jacaranda-da-Bahia,Dalbergia nigra,9.37,,,,0.0069,,,,0.7,,
