plot,treeposition,spp,inventary_date,inventary_month,status,cap1_cm,cap2_cm,cap3_cm,cap4_cm,cap5_cm,soma_cap,dap1_cm,dap2_cm,dap3_cm,dap4_cm,dap5_cm,htotal_m,HCOPA,NS,LO,OBS
16,97,Cariniana legalis,jun/18,83 meses,A,35,,,,,35,11.14,,,,,,,,,
16,98,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
16,99,Lecythis pisonis,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,,,,,
16,100,Centrolobium microchaete,jun/18,83 meses,A,29.5,,,,,29.5,9.39,,,,,,,,,
16,101,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,102,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,103,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,104,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,105,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,106,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,107,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,108,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,109,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,110,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,111,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,112,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,113,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,114,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,115,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,116,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,117,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,118,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,119,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,120,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
16,121,Byrsonima sericea,jun/18,83 meses,A,17.5,17,,,,34.5,5.57,5.41,,,,,,,,
16,122,Caesalpinia echinata,jun/18,83 meses,B,,,,,,,,,,,,,,,,
16,123,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,,,,,
16,124,Handroanthus impetiginosus,jun/18,83 meses,A,,,,,,,,,,,,,,,,
16,125,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,,,,
16,126,Myrocarpus frondosus,jun/18,83 meses,B,,,,,,,,,,,,,,,,
16,127,Cordia myxa,jun/18,83 meses,A,27.5,,,,,27.5,8.75,,,,,,,,,
16,128,Dalbergia nigra,jun/18,83 meses,A,17,,,,,17,5.41,,,,,,,,,
16,129,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
16,130,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,1,Dalbergia nigra,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,,,,,
17,2,Himatanthus articulatus,jun/18,83 meses,A,25,,,,,25,7.96,,,,,,,,,
17,3,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,4,Cordia superba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,5,Paratecoma peroba,jun/18,83 meses,A,25,,,,,25,7.96,,,,,,,,,
17,6,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,7,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,8,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,9,Dalbergia nigra,jun/18,83 meses,A,23.5,26,,,,49.5,7.48,8.28,,,,,,,,
17,10,Byrsonima sericea,jun/18,83 meses,A,19,18,,,,37,6.05,5.73,,,,,,,,
17,11,Caesalpinia echinata,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,,,,,
17,12,Himatanthus articulatus,jun/18,83 meses,A,17,,,,,17,5.41,,,,,,,,,
17,13,Dalbergia nigra,jun/18,83 meses,A,15,,,,,15,4.77,,,,,,,,,
17,14,Cordia superba,jun/18,83 meses,B,,,,,,,,,,,,,,,,R
17,15,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,16,Cecropia hololeuca,jun/18,83 meses,A,55.5,,,,,55.5,17.67,,,,,,,,,
17,17,Handroanthus impetiginosus,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,,,,,
17,18,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,,,,,
17,19,Caesalpinia echinata,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,20,Byrsonima sericea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,21,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,22,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,23,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,24,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,25,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,26,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,27,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,28,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,29,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,30,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,31,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,32,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,33,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,34,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,35,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,36,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,37,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,38,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,39,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,40,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,41,Centrolobium microchaete,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,42,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,43,Mimosa artemisiana,jun/18,83 meses,A,67.5,,,,,67.5,21.49,,,,,,,,,C
17,44,Cariniana legalis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,45,Enterolobium contortisiliquum,jun/18,83 meses,A,17,32,,,,49,5.41,10.19,,,,,,,,
17,46,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,47,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,48,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,49,Cariniana estrelensis,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,,,,,
17,50,Anadenanthera peregrina,jun/18,83 meses,A,19,,,,,19,6.05,,,,,,,,,
17,51,Anadenanthera peregrina,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,,,,,
17,52,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,53,Parkia pendula,jun/18,83 meses,A,23.5,,,,,23.5,7.48,,,,,,,,,
17,54,Pterocarpus rohrii,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,,,,,
17,55,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,56,Enterolobium contortisiliquum,jun/18,83 meses,A,32,27,,,,59,10.19,8.59,,,,,,,,
17,57,Cariniana legalis,jun/18,83 meses,A,25.5,,,,,25.5,8.12,,,,,,,,,
17,58,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,59,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,60,Centrolobium microchaete,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,61,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,62,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,63,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,64,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,65,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,66,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,67,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,68,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,69,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,70,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,71,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,72,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,73,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,74,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,75,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,76,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,77,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,78,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,79,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,80,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,81,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,82,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,83,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,84,Handroanthus impetiginosus,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,,,,,
17,85,Paratecoma peroba,jun/18,83 meses,A,15,,,,,15,4.77,,,,,,,,,
17,86,Cecropia hololeuca,jun/18,83 meses,A,39.5,,,,,39.5,12.57,,,,,,,,,
17,87,Hymenaea courbaril,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,88,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,89,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,90,Byrsonima sericea,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,,,,,
17,91,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,92,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,93,Dalbergia nigra,jun/18,83 meses,A,28,29,,,,57,8.91,9.23,,,,,,,,
17,94,Cordia superba,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,,,,,
17,95,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,96,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,97,Cordia superba,jun/18,83 meses,A,19,,,,,19,6.05,,,,,,,,,
17,98,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,,,,,
17,99,Caesalpinia echinata,jun/18,83 meses,A,17,,,,,17,5.41,,,,,,,,,
17,100,Byrsonima sericea,jun/18,83 meses,A,24.5,,,,,24.5,7.8,,,,,,,,,
17,101,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,102,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,103,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,104,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,105,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,106,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,107,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,108,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,109,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,110,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,111,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,112,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,113,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,114,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,115,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,116,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,117,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,118,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,119,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,120,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
17,121,Centrolobium microchaete,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,122,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,123,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,124,Cariniana legalis,jun/18,83 meses,A,36,,,,,36,11.46,,,,,,,,,
17,125,Enterolobium contortisiliquum,jun/18,83 meses,A,23.5,38,,,,61.5,7.48,12.1,,,,,,,,
17,126,Peltophorum dubium,jun/18,83 meses,M,,,,,,,,,,,,,,,,
17,127,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
17,128,Parkia pendula,jun/18,83 meses,A,27,,,,,27,8.59,,,,,,,,,
17,129,Cariniana estrelensis,jun/18,83 meses,A,20.5,,,,,2.5,6.53,,,,,,,,,
17,130,Anadenanthera peregrina,jun/18,83 meses,A,27.5,,,,,27.5,8.75,,,,,,,,,
18,1,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,2,Himatanthus articulatus,jun/18,83 meses,A,27,,,,,27,8.59,,,,,,,,,
18,3,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,4,Cordia superba,jun/18,83 meses,A,25.5,,,,,25.5,8.12,,,,,,,,,
18,5,Paratecoma peroba,jun/18,83 meses,A,31.5,,,,,31.5,10.03,,,,,,,,,
18,6,Cecropia hololeuca,jun/18,83 meses,A,34.5,,,,,34.5,10.98,,,,,,,,,
18,7,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,8,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,9,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,10,Byrsonima sericea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,11,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,12,Himatanthus articulatus,jun/18,83 meses,A,20,,,,,2,6.37,,,,,,,,,
18,13,Dalbergia nigra,jun/18,83 meses,A,25.5,,,,,25.5,8.12,,,,,,,,,
18,14,Cordia superba,jun/18,83 meses,B,,,,,,,,,,,,,,,,C
18,15,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,16,Cecropia hololeuca,jun/18,83 meses,A,59,,,,,59,18.78,,,,,,,,,
18,17,Handroanthus impetiginosus,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,18,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,19,Caesalpinia echinata,jun/18,83 meses,A,19,,,,,19,6.05,,,,,,,,,
18,20,Byrsonima sericea,jun/18,83 meses,A,24.5,24,,,,48.5,7.8,7.64,,,,,,,,
18,21,Eucalyptus spp.,jun/18,83 meses,A,82,,,,,82,26.1,,,,,,,,,
18,22,Eucalyptus spp.,jun/18,83 meses,A,72.5,,,,,72.5,23.08,,,,,,,,,
18,23,Eucalyptus spp.,jun/18,83 meses,A,63.5,,,,,63.5,20.21,,,,,,,,,
18,24,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,25,Eucalyptus spp.,jun/18,83 meses,A,72,,,,,72,22.92,,,,,,,,,
18,26,Eucalyptus spp.,jun/18,83 meses,A,89,,,,,89,28.33,,,,,,,,,
18,27,Eucalyptus spp.,jun/18,83 meses,A,88,,,,,88,28.01,,,,,,,,,
18,28,Eucalyptus spp.,jun/18,83 meses,A,66,,,,,66,21.01,,,,,,,,,
18,29,Eucalyptus spp.,jun/18,83 meses,A,88,,,,,88,28.01,,,,,,,,,
18,30,Eucalyptus spp.,jun/18,83 meses,A,86,,,,,86,27.37,,,,,,,,,
18,31,Eucalyptus spp.,jun/18,83 meses,A,68,,,,,68,21.65,,,,,,,,,
18,32,Eucalyptus spp.,jun/18,83 meses,A,62,,,,,62,19.74,,,,,,,,,
18,33,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,34,Eucalyptus spp.,jun/18,83 meses,A,63,,,,,63,20.05,,,,,,,,,
18,35,Eucalyptus spp.,jun/18,83 meses,A,67.5,,,,,67.5,21.49,,,,,,,,,
18,36,Eucalyptus spp.,jun/18,83 meses,A,47.5,,,,,47.5,15.12,,,,,,,,,
18,37,Eucalyptus spp.,jun/18,83 meses,A,48,,,,,48,15.28,,,,,,,,,
18,38,Eucalyptus spp.,jun/18,83 meses,A,54.5,,,,,54.5,17.35,,,,,,,,,
18,39,Eucalyptus spp.,jun/18,83 meses,A,45,,,,,45,14.32,,,,,,,,,
18,40,Eucalyptus spp.,jun/18,83 meses,A,57,,,,,57,18.14,,,,,,,,,
18,41,Centrolobium microchaete,jun/18,83 meses,A,24.5,,,,,24.5,7.8,,,,,,,,,
18,42,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,43,Mimosa artemisiana,jun/18,83 meses,A,41,,,,,41,13.05,,,,,,,,,
18,44,Cariniana legalis,jun/18,83 meses,A,20.5,,,,,2.5,6.53,,,,,,,,,
18,45,Enterolobium contortisiliquum,jun/18,83 meses,A,31.5,22,,,,53.5,10.03,7,,,,,,,,
18,46,Peltophorum dubium,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,47,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,48,Parkia pendula,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,49,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,50,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,51,Anadenanthera peregrina,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,,,,,
18,52,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,53,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,54,Pterocarpus rohrii,jun/18,83 meses,A,19.5,20,,,,39.5,6.21,6.37,,,,,,,,
18,55,Peltophorum dubium,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,56,Enterolobium contortisiliquum,jun/18,83 meses,A,33,,,,,33,10.5,,,,,,,,,
18,57,Cariniana legalis,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,,,,,
18,58,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,59,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,60,Centrolobium microchaete,jun/18,83 meses,A,21,,,,,21,6.68,,,,,,,,,
18,61,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,62,Eucalyptus spp.,jun/18,83 meses,A,73.5,,,,,73.5,23.4,,,,,,,,,
18,63,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,64,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,65,Eucalyptus spp.,jun/18,83 meses,A,75,,,,,75,23.87,,,,,,,,,
18,66,Eucalyptus spp.,jun/18,83 meses,A,96.5,,,,,96.5,30.72,,,,,,,,,
18,67,Eucalyptus spp.,jun/18,83 meses,A,87.5,,,,,87.5,27.85,,,,,,,,,
18,68,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,69,Eucalyptus spp.,jun/18,83 meses,A,28,,,,,28,8.91,,,,,,,,,
18,70,Eucalyptus spp.,jun/18,83 meses,A,75,,,,,75,23.87,,,,,,,,,
18,71,Eucalyptus spp.,jun/18,83 meses,A,70,,,,,7,22.28,,,,,,,,,
18,72,Eucalyptus spp.,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,,,,,
18,73,Eucalyptus spp.,jun/18,83 meses,A,74.5,,,,,74.5,23.71,,,,,,,,,
18,74,Eucalyptus spp.,jun/18,83 meses,A,61,,,,,61,19.42,,,,,,,,,
18,75,Eucalyptus spp.,jun/18,83 meses,A,74,,,,,74,23.55,,,,,,,,,
18,76,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,77,Eucalyptus spp.,jun/18,83 meses,A,49,,,,,49,15.6,,,,,,,,,
18,78,Eucalyptus spp.,jun/18,83 meses,A,54,,,,,54,17.19,,,,,,,,,
18,79,Eucalyptus spp.,jun/18,83 meses,A,53.5,,,,,53.5,17.03,,,,,,,,,
18,80,Eucalyptus spp.,jun/18,83 meses,A,53.5,,,,,53.5,17.03,,,,,,,,,
18,81,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,82,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,83,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,84,Cordia superba,jun/18,83 meses,B,28,,,,,28,8.91,,,,,,,,,
18,85,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,86,Cecropia hololeuca,jun/18,83 meses,A,24,,,,,24,7.64,,,,,,,,,
18,87,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,88,Talisia coriacea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,89,Dalbergia nigra,jun/18,83 meses,A,21,,,,,21,6.68,,,,,,,,,
18,90,Byrsonima sericea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,91,Caesalpinia echinata,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,92,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,93,Dalbergia nigra,jun/18,83 meses,A,25.5,,,,,25.5,8.12,,,,,,,,,R
18,94,Cordia superba,jun/18,83 meses,B,,,,,,,,,,,,,,,,
18,95,Myrocarpus frondosus,jun/18,83 meses,B,,,,,,,,,,,,,,,,
18,96,Cecropia hololeuca,jun/18,83 meses,A,72,,,,,72,22.92,,,,,,,,,
18,97,Handroanthus impetiginosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,98,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,99,Caesalpinia echinata,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,,,,,
18,100,Byrsonima sericea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,101,Eucalyptus spp.,jun/18,83 meses,A,48,,,,,48,15.28,,,,,,,,,
18,102,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,103,Eucalyptus spp.,jun/18,83 meses,A,52,,,,,52,16.55,,,,,,,,,
18,104,Eucalyptus spp.,jun/18,83 meses,A,71,,,,,71,22.6,,,,,,,,,
18,105,Eucalyptus spp.,jun/18,83 meses,A,64,,,,,64,20.37,,,,,,,,,
18,106,Eucalyptus spp.,jun/18,83 meses,A,97.5,,,,,97.5,31.04,,,,,,,,,
18,107,Eucalyptus spp.,jun/18,83 meses,A,94,,,,,94,29.92,,,,,,,,,
18,108,Eucalyptus spp.,jun/18,83 meses,A,87.5,,,,,87.5,27.85,,,,,,,,,
18,109,Eucalyptus spp.,jun/18,83 meses,A,83,,,,,83,26.42,,,,,,,,,
18,110,Eucalyptus spp.,jun/18,83 meses,A,89,,,,,89,28.33,,,,,,,,,
18,111,Eucalyptus spp.,jun/18,83 meses,A,70,,,,,7,22.28,,,,,,,,,
18,112,Eucalyptus spp.,jun/18,83 meses,A,64.5,,,,,64.5,20.53,,,,,,,,,
18,113,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,114,Eucalyptus spp.,jun/18,83 meses,A,66,,,,,66,21.01,,,,,,,,,
18,115,Eucalyptus spp.,jun/18,83 meses,A,74.5,,,,,74.5,23.71,,,,,,,,,
18,116,Eucalyptus spp.,jun/18,83 meses,A,45.5,,,,,45.5,14.48,,,,,,,,,
18,117,Eucalyptus spp.,jun/18,83 meses,A,62,,,,,62,19.74,,,,,,,,,
18,118,Eucalyptus spp.,jun/18,83 meses,A,49,,,,,49,15.6,,,,,,,,,
18,119,Eucalyptus spp.,jun/18,83 meses,A,58,,,,,58,18.46,,,,,,,,,
18,120,Eucalyptus spp.,jun/18,83 meses,A,53,,,,,53,16.87,,,,,,,,,
18,121,Centrolobium microchaete,jun/18,83 meses,A,25.5,,,,,25.5,8.12,,,,,,,,,
18,122,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,123,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
18,124,Cariniana legalis,jun/18,83 meses,A,29,,,,,29,9.23,,,,,,,,,
18,125,Enterolobium contortisiliquum,jun/18,83 meses,A,57,57.5,,,,114.5,18.14,18.3,,,,,,,,
18,126,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,127,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
18,128,Parkia pendula,jun/18,83 meses,A,28,,,,,28,8.91,,,,,,,,,
18,129,Cariniana estrelensis,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,,,,,
18,130,Anadenanthera peregrina,jun/18,83 meses,A,36,,,,,36,11.46,,,,,,,,,
19,1,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,2.2,1.5,1.5,1.5,
19,2,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,3,Caesalpinia echinata,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,5.5,2,5.5,5,
19,4,Cordia myxa,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,5,Paratecoma peroba,jun/18,83 meses,B,,,,,,,,,,,,1.5,0.5,2,1,
19,6,Cecropia hololeuca,jun/18,83 meses,A,41,,,,,41,13.05,,,,,12,10,7.5,10,
19,7,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,3.5,2,3.5,2.5,
19,8,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,2,1.5,0.5,2,
