plot,treeposition,spp,inventary_date,inventary_month,status,cap1_cm,cap2_cm,cap3_cm,cap4_cm,cap5_cm,soma_cap,dap1_cm,dap2_cm,dap3_cm,dap4_cm,dap5_cm,htotal_m,HCOPA,NS,LO,OBS
25,95,Myrocarpus frondosus,jun/18,83 meses,B,,,,,,,,,,,,,,,,
25,96,Cecropia hololeuca,jun/18,83 meses,A,65,,,,,65,20.69,,,,,,,,,
25,97,Handroanthus impetiginosus,jun/18,83 meses,A,15,,,,,15,4.77,,,,,,,,,
25,98,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,,,,,
25,99,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,100,Byrsonima sericea,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,,,,,
25,101,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,102,Eucalyptus spp.,jun/18,83 meses,A,69,,,,,69,21.96,,,,,,,,,
25,103,Eucalyptus spp.,jun/18,83 meses,A,89,,,,,89,28.33,,,,,,,,,
25,104,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,105,Eucalyptus spp.,jun/18,83 meses,A,37.5,,,,,37.5,11.94,,,,,,,,,
25,106,Eucalyptus spp.,jun/18,83 meses,A,90,,,,,9,28.65,,,,,,,,,
25,107,Eucalyptus spp.,jun/18,83 meses,A,80,,,,,8,25.46,,,,,,,,,
25,108,Eucalyptus spp.,jun/18,83 meses,A,94,,,,,94,29.92,,,,,,,,,
25,109,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,110,Eucalyptus spp.,jun/18,83 meses,A,49,,,,,49,15.6,,,,,,,,,
25,111,Eucalyptus spp.,jun/18,83 meses,A,74.5,,,,,74.5,23.71,,,,,,,,,
25,112,Eucalyptus spp.,jun/18,83 meses,A,58,,,,,58,18.46,,,,,,,,,
25,113,Eucalyptus spp.,jun/18,83 meses,A,71,,,,,71,22.6,,,,,,,,,
25,114,Eucalyptus spp.,jun/18,83 meses,A,74,,,,,74,23.55,,,,,,,,,
25,115,Eucalyptus spp.,jun/18,83 meses,A,79,,,,,79,25.15,,,,,,,,,
25,116,Eucalyptus spp.,jun/18,83 meses,A,37,,,,,37,11.78,,,,,,,,,
25,117,Eucalyptus spp.,jun/18,83 meses,A,76,,,,,76,24.19,,,,,,,,,
25,118,Eucalyptus spp.,jun/18,83 meses,A,49.5,,,,,49.5,15.76,,,,,,,,,
25,119,Eucalyptus spp.,jun/18,83 meses,A,62.5,,,,,62.5,19.89,,,,,,,,,
25,120,Eucalyptus spp.,jun/18,83 meses,A,67,,,,,67,21.33,,,,,,,,,
25,121,Centrolobium microchaete,jun/18,83 meses,A,33,,,,,33,10.5,,,,,,,,,
25,122,Lecythis pisonis,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,,,,,
25,123,Mimosa artemisiana,jun/18,83 meses,A,17.5,16,,,,33.5,5.57,5.09,,,,,,,,
25,124,Cariniana legalis,jun/18,83 meses,A,15,,,,,15,4.77,,,,,,,,,
25,125,Enterolobium contortisiliquum,jun/18,83 meses,A,38,21.5,,,,59.5,12.1,6.84,,,,,,,,
25,126,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,127,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,128,Parkia pendula,jun/18,83 meses,A,41,,,,,41,13.05,,,,,,,,,
25,129,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,130,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,1,Dalbergia nigra,jun/18,83 meses,A,19,,,,,19,6.05,,,,,,,,,
26,2,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
26,3,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,4,Cordia superba,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,,,,,
26,5,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
26,6,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,,,,
26,7,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,8,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,9,Dalbergia nigra,jun/18,83 meses,A,21,,,,,21,6.68,,,,,,,,,
26,10,Byrsonima sericea,jun/18,83 meses,A,26.5,,,,,26.5,8.44,,,,,,,,,
26,11,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,12,Himatanthus articulatus,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,13,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,14,Cordia superba,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,15,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,16,Cecropia hololeuca,jun/18,83 meses,A,41.5,,,,,41.5,13.21,,,,,,,,,
26,17,Handroanthus impetiginosus,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,18,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,,,,,
26,19,Caesalpinia echinata,jun/18,83 meses,B,,,,,,,,,,,,,,,,
26,20,Byrsonima sericea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,21,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,22,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,23,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,24,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,25,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,26,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,27,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,28,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,29,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,30,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,31,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,32,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,33,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,34,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,35,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,36,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,37,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,38,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,39,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,40,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,41,Centrolobium microchaete,jun/18,83 meses,A,16,,,,,16,5.09,,,,,,,,,
26,42,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,43,Mimosa artemisiana,jun/18,83 meses,A,35,,,,,35,11.14,,,,,,,,,
26,44,Cariniana legalis,jun/18,83 meses,A,26,,,,,26,8.28,,,,,,,,,
26,45,Enterolobium contortisiliquum,jun/18,83 meses,A,39.5,54.5,,,,94,12.57,17.35,,,,,,,,
26,46,Peltophorum dubium,jun/18,83 meses,A,24.5,,,,,24.5,7.8,,,,,,,,,
26,47,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,48,Cariniana estrelensis,jun/18,83 meses,A,16,,,,,16,5.09,,,,,,,,,
26,49,Parkia pendula,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,50,Anadenanthera peregrina,jun/18,83 meses,A,20,,,,,2,6.37,,,,,,,,,
26,51,Anadenanthera peregrina,jun/18,83 meses,A,52.5,,,,,52.5,16.71,,,,,,,,,
26,52,Parkia pendula,jun/18,83 meses,A,21,,,,,21,6.68,,,,,,,,,
26,53,Cariniana estrelensis,jun/18,83 meses,A,22,,,,,22,7,,,,,,,,,
26,54,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,55,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,56,Enterolobium contortisiliquum,jun/18,83 meses,M,,,,,,,,,,,,,,,,
26,57,Cariniana legalis,jun/18,83 meses,A,25,,,,,25,7.96,,,,,,,,,
26,58,Mimosa artemisiana,jun/18,83 meses,A,28.5,,,,,28.5,9.07,,,,,,,,,
26,59,Lecythis pisonis,jun/18,83 meses,M,,,,,,,,,,,,,,,,
26,60,Centrolobium microchaete,jun/18,83 meses,M,,,,,,,,,,,,,,,,
26,61,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,62,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,63,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,64,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,65,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,66,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,67,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
26,68,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,69,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,70,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,71,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,72,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,73,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,74,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,75,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,76,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,77,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,78,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,79,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,80,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,81,Dalbergia nigra,jun/18,83 meses,B,,,,,,,,,,,,,,,,
26,82,Himatanthus articulatus,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,83,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,84,Cordia superba,jun/18,83 meses,A,18,,,,,18,5.73,,,,,,,,,
26,85,Paratecoma peroba,jun/18,83 meses,A,16,,,,,16,5.09,,,,,,,,,
26,86,Cecropia hololeuca,jun/18,83 meses,A,53,,,,,53,16.87,,,,,,,,,
26,87,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,88,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,89,Dalbergia nigra,jun/18,83 meses,A,15,,,,,15,4.77,,,,,,,,,
26,90,Byrsonima sericea,jun/18,83 meses,A,21,,,,,21,6.68,,,,,,,,,
26,91,Caesalpinia echinata,jun/18,83 meses,M,,,,,,,,,,,,,,,,
26,92,Himatanthus articulatus,jun/18,83 meses,B,,,,,,,,,,,,,,,,
26,93,Dalbergia nigra,jun/18,83 meses,A,27.5,,,,,27.5,8.75,,,,,,,,,
26,94,Cordia superba,jun/18,83 meses,A,19,,,,,19,6.05,,,,,,,,,
26,95,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,96,Cecropia hololeuca,jun/18,83 meses,A,43.5,,,,,43.5,13.85,,,,,,,,,
26,97,Handroanthus impetiginosus,jun/18,83 meses,A,30,,,,,3,9.55,,,,,,,,,
26,98,Talisia coriacea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
26,99,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,100,Byrsonima sericea,jun/18,83 meses,A,30,,,,,3,9.55,,,,,,,,,
26,101,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,102,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,103,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,104,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,105,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,106,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,107,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,108,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,109,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,110,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,111,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,112,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,113,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,114,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,115,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,116,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,117,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,118,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,119,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,120,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
26,121,Centrolobium microchaete,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,,,,,
26,122,Lecythis pisonis,jun/18,83 meses,A,23,,,,,23,7.32,,,,,,,,,
26,123,Mimosa artemisiana,jun/18,83 meses,A,32,,,,,32,10.19,,,,,,,,,
26,124,Cariniana legalis,jun/18,83 meses,A,25.5,,,,,25.5,8.12,,,,,,,,,
26,125,Enterolobium contortisiliquum,jun/18,83 meses,A,16,26,29,23,,94,5.09,8.28,9.23,7.32,,,,,,C
26,126,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,127,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,128,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
26,129,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
26,130,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,,,,,
27,1,Dalbergia nigra,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,6,5,3,3,
27,2,Himatanthus articulatus,jun/18,83 meses,A,,,,,,,,,,,,3.5,2,0.5,0.5,
27,3,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,3,1.5,2,2,
27,4,Cordia myxa,jun/18,83 meses,A,,,,,,,,,,,,2.5,0.3,1,1,R
27,5,Paratecoma peroba,jun/18,83 meses,A,18,,,,,18,5.73,,,,,5.5,4,2.5,4.5,
27,6,Cecropia hololeuca,jun/18,83 meses,A,55.5,,,,,55.5,17.67,,,,,14,13.5,3,1,
27,7,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,4.2,2,2,5,
27,8,Talisia coriacea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,9,Dalbergia nigra,jun/18,83 meses,A,20.5,,,,,2.5,6.53,,,,,7.5,1,3,3,
27,10,Byrsonima sericea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,11,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,5,3,2.5,4.5,
27,12,Cariniana estrelensis,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,3,2,3,2,
27,13,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,14,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,0.5,0.2,0.5,0.5,R
27,15,Peltophorum dubium,jun/18,83 meses,A,16,,,,,16,5.09,,,,,8,7,2,3,
27,16,Enterolobium contortisiliquum,jun/18,83 meses,A,49,,,,,49,15.6,,,,,13,11,5,7,C
27,17,Cariniana legalis,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,3.2,1.5,3.5,3.5,
27,18,Mimosa artemisiana,jun/18,83 meses,A,,,,,,,,,,,,3.8,3,7,5,
27,19,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,2.8,2.5,1.5,3,
27,20,Centrolobium microchaete,jun/18,83 meses,A,17,,,,,17,5.41,,,,,9,8.5,2,2,
27,21,Eucalyptus spp.,jun/18,83 meses,B,46.5,,,,,46.5,14.8,,,,,17,,0.5,0.5,
27,22,Eucalyptus spp.,jun/18,83 meses,A,64.5,,,,,64.5,20.53,,,,,23,21,5.5,4,
27,23,Eucalyptus spp.,jun/18,83 meses,A,63.5,,,,,63.5,20.21,,,,,22,20.5,4,4,
27,24,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,25,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,26,Eucalyptus spp.,jun/18,83 meses,A,93.5,,,,,93.5,29.76,,,,,25,21,4.5,4.5,
27,27,Eucalyptus spp.,jun/18,83 meses,A,90,,,,,9,28.65,,,,,24,22,3,3,
27,28,Eucalyptus spp.,jun/18,83 meses,A,86.5,,,,,86.5,27.53,,,,,23,21,3.5,3.5,
27,29,Eucalyptus spp.,jun/18,83 meses,A,76,,,,,76,24.19,,,,,23,19,4,4,
27,30,Eucalyptus spp.,jun/18,83 meses,A,92,,,,,92,29.28,,,,,24,18,4.5,4.5,
27,31,Eucalyptus spp.,jun/18,83 meses,A,74,,,,,74,23.55,,,,,23,20,3,3,
27,32,Eucalyptus spp.,jun/18,83 meses,A,70,,,,,7,22.28,,,,,20,18,2,2,
27,33,Eucalyptus spp.,jun/18,83 meses,A,59,,,,,59,18.78,,,,,19,17,2.5,2.5,
27,34,Eucalyptus spp.,jun/18,83 meses,A,63,,,,,63,20.05,,,,,19,17,2,2,
27,35,Eucalyptus spp.,jun/18,83 meses,A,66.5,,,,,66.5,21.17,,,,,18,15,3,3,
27,36,Eucalyptus spp.,jun/18,83 meses,A,58.5,,,,,58.5,18.62,,,,,16,14,5.5,5.5,
27,37,Eucalyptus spp.,jun/18,83 meses,A,46.5,,,,,46.5,14.8,,,,,14,11,4,4,
27,38,Eucalyptus spp.,jun/18,83 meses,A,57,,,,,57,18.14,,,,,13,11,4.5,6,
27,39,Eucalyptus spp.,jun/18,83 meses,A,46,,,,,46,14.64,,,,,15,13,4.5,4.5,
27,40,Eucalyptus spp.,jun/18,83 meses,A,53,,,,,53,16.87,,,,,15.5,12.5,3.5,3.5,
27,41,Byrsonima sericea,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,4,1.8,3,3,
27,42,Caesalpinia echinata,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,43,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,2.5,1.5,1,1,
27,44,Handroanthus impetiginosus,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,4,,4.5,2.5,
27,45,Cecropia hololeuca,jun/18,83 meses,A,64,,,,,64,20.37,,,,,17,15,7.5,7,
27,46,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,47,Cordia myxa,jun/18,83 meses,B,,,,,,,,,,,,1.8,1.5,1,2.5,R
27,48,Dalbergia nigra,jun/18,83 meses,A,25,,,,,25,7.96,,,,,9,5,5.5,5,
27,49,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,50,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,6,2,2,2,
27,51,Anadenanthera peregrina,jun/18,83 meses,B,,,,,,,,,,,,1.5,0.5,2.5,1,R
27,52,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,3.2,2.5,2,2,
27,53,Parkia pendula,jun/18,83 meses,A,16,,,,,16,5.09,,,,,3.5,3,2,2,
27,54,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,5,1,4.5,4.5,
27,55,Peltophorum dubium,jun/18,83 meses,A,18,,,,,18,5.73,,,,,3,2.5,2,2,R
27,56,Enterolobium contortisiliquum,jun/18,83 meses,A,17.5,34,,,,51.5,5.57,10.82,,,,5,4,6,8,C
27,57,Cariniana legalis,jun/18,83 meses,A,29.5,,,,,29.5,9.39,,,,,6.5,1.5,4,4,
27,58,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,59,Lecythis pisonis,jun/18,83 meses,A,17,,,,,17,5.41,,,,,4.5,3,4,4,
27,60,Centrolobium microchaete,jun/18,83 meses,A,24,,,,,24,7.64,,,,,11,10.5,2,3.5,
27,61,Eucalyptus spp.,jun/18,83 meses,A,72,,,,,72,22.92,,,,,23,21,3,4.5,
27,62,Eucalyptus spp.,jun/18,83 meses,A,87,,,,,87,27.69,,,,,23.5,21,4.5,7,
27,63,Eucalyptus spp.,jun/18,83 meses,A,65,,,,,65,20.69,,,,,23.5,21,4,4,
27,64,Eucalyptus spp.,jun/18,83 meses,A,60.5,,,,,6.5,19.26,,,,,22,19,5,5,
27,65,Eucalyptus spp.,jun/18,83 meses,A,46.5,,,,,46.5,14.8,,,,,19,18,1.5,4,
27,66,Eucalyptus spp.,jun/18,83 meses,A,96.5,,,,,96.5,30.72,,,,,24,18,4.5,4.5,
27,67,Eucalyptus spp.,jun/18,83 meses,A,74.5,,,,,74.5,23.71,,,,,24.5,22,3,3,
27,68,Eucalyptus spp.,jun/18,83 meses,A,84,,,,,84,26.74,,,,,23.5,22,3.5,3.5,
27,69,Eucalyptus spp.,jun/18,83 meses,A,67,,,,,67,21.33,,,,,21.5,19,5,5,
27,70,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,71,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,72,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,73,Eucalyptus spp.,jun/18,83 meses,A,76,,,,,76,24.19,,,,,22,16,4,4,
27,74,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,75,Eucalyptus spp.,jun/18,83 meses,A,71.5,,,,,71.5,22.76,,,,,22.5,20.5,6.5,4,
27,76,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,77,Eucalyptus spp.,jun/18,83 meses,A,50,,,,,5,15.92,,,,,17,13,4.5,4.5,
27,78,Eucalyptus spp.,jun/18,83 meses,A,43.5,,,,,43.5,13.85,,,,,15,13,3,3,
27,79,Eucalyptus spp.,jun/18,83 meses,A,51.5,,,,,51.5,16.39,,,,,18,16,4.5,4,
27,80,Eucalyptus spp.,jun/18,83 meses,A,47,,,,,47,14.96,,,,,16,14,3.5,3.5,
27,81,Dalbergia nigra,jun/18,83 meses,A,31,24.5,,,,55.5,9.87,7.8,,,,10,4,7,6,
27,82,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,83,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,2.5,1,0.5,0.5,
27,84,Cordia myxa,jun/18,83 meses,A,,,,,,,,,,,,2.5,2.2,1,1,
27,85,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,86,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,87,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,2.5,2.2,1.5,1,
27,88,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,2.2,2,0.5,0.5,
27,89,Dalbergia nigra,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,90,Byrsonima sericea,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,6,4.5,6.5,4.5,
27,91,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,3.5,1.5,2,2,
27,92,Cariniana estrelensis,jun/18,83 meses,A,20.5,,,,,2.5,6.53,,,,,5,4,3,4,
27,93,Parkia pendula,jun/18,83 meses,A,,,,,,,,,,,,3.5,3.3,1,1,
27,94,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,3.5,1.5,5,5,
27,95,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,4,3.8,3,2,
27,96,Enterolobium contortisiliquum,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,97,Cariniana legalis,jun/18,83 meses,A,30,,,,,3,9.55,,,,,6.5,2,5,5,
27,98,Mimosa artemisiana,jun/18,83 meses,A,29.5,,,,,29.5,9.39,,,,,9,7,6,7,
27,99,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,3,1,3,3,
27,100,Centrolobium microchaete,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,4.5,4.2,1,1,
27,101,Eucalyptus spp.,jun/18,83 meses,A,31,,,,,31,9.87,,,,,15,14,2,2,
27,102,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,103,Eucalyptus spp.,jun/18,83 meses,A,83,,,,,83,26.42,,,,,22,20,7,7,
27,104,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,105,Eucalyptus spp.,jun/18,83 meses,A,79,,,,,79,25.15,,,,,22.5,20.5,5.5,5.5,
27,106,Eucalyptus spp.,jun/18,83 meses,A,73.5,,,,,73.5,23.4,,,,,25,22,6,6,
27,107,Eucalyptus spp.,jun/18,83 meses,A,86,,,,,86,27.37,,,,,24,20,4,4,
27,108,Eucalyptus spp.,jun/18,83 meses,A,84.5,,,,,84.5,26.9,,,,,23,19,4.5,4.5,
27,109,Eucalyptus spp.,jun/18,83 meses,A,84,,,,,84,26.74,,,,,23,19,6,6,
27,110,Eucalyptus spp.,jun/18,83 meses,A,105,,,,,15,33.42,,,,,23.5,10,5.5,5.5,
27,111,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,112,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,113,Eucalyptus spp.,jun/18,83 meses,A,67.5,,,,,67.5,21.49,,,,,20,19,2.5,2.5,
27,114,Eucalyptus spp.,jun/18,83 meses,A,67.5,,,,,67.5,21.49,,,,,22,20,2,2,
27,115,Eucalyptus spp.,jun/18,83 meses,A,76,,,,,76,24.19,,,,,22,18,3,3,
27,116,Eucalyptus spp.,jun/18,83 meses,A,44,,,,,44,14.01,,,,,14,11,2.5,2.5,
27,117,Eucalyptus spp.,jun/18,83 meses,A,60.5,,,,,6.5,19.26,,,,,14.5,10,5.5,6,
27,118,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,119,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
27,120,Eucalyptus spp.,jun/18,83 meses,A,61,,,,,61,19.42,,,,,25,23,5,5,
27,121,Byrsonima sericea,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,6.5,2,5,4,
27,122,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,5,1,3,4,
