plot,treeposition,nome cientifico,Inventário (data),Inventário (meses),status,cap1_cm,cap2_cm,cap3_cm,cap4_cm,cap5_cm,soma_cap,dap1_cm,dap2_cm,dap3_cm,dap4_cm,dap5_cm,htotal_m,OBS
10,19,Dalbergia nigra,jun/18,83 meses,A,23.5,,,,,23.5,7.48,,,,,9,
10,20,Senna multijuga,jun/18,83 meses,A,55.5,19.5,16.5,15.5,,91.5,17.67,6.21,5.25,4.93,,10,
10,21,Inga edulis,jun/18,83 meses,M,,,,,,,,,,,,,
10,22,Joannesia princeps,jun/18,83 meses,A,30.5,38.5,43,,,112,9.71,12.25,13.69,,,10,C
10,23,Cupania sp.,jun/18,83 meses,M,,,,,,,,,,,,,
10,24,Tapirira guianensis,jun/18,83 meses,A,18.5,15,,,,33.5,5.89,4.77,,,,6.5,
10,25,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,
10,26,Inga laurina,jun/18,83 meses,A,,,,,,,,,,,,4.2,C
10,27,Enterolobium contortisiliquum,jun/18,83 meses,A,22,27,19,15,,68,7.00,8.59,6.05,4.77,,5,C
10,28,Senna macranthera,jun/18,83 meses,A,28,26.5,26,18,36.5,117,8.91,8.44,8.28,5.73,11.62,8,
10,29,Citharexylum myrianthum,jun/18,83 meses,A,,,,,,,,,,,,3.5,
10,30,Sparattosperma leucanthum,jun/18,83 meses,A,24,,,,,24,7.64,,,,,6.5,
10,31,Inga edulis,jun/18,83 meses,M,,,,,,,,,,,,,
10,32,Joannesia princeps,jun/18,83 meses,A,61.5,43,,,,14.5,19.58,13.69,,,,12,C
10,33,Cupania sp.,jun/18,83 meses,A,18,,,,,18,5.73,,,,,7.5,
10,34,Tapirira guianensis,jun/18,83 meses,A,32,35,22.5,,,89.5,10.19,11.14,7.16,,,10,C
10,35,Aegiphila sellowiana,jun/18,83 meses,A,24.5,43.5,,,,68,7.80,13.85,,,,7.5,
10,36,Inga laurina,jun/18,83 meses,A,15.5,16,16,,,47.5,4.93,5.09,5.09,,,4.5,
10,37,Enterolobium contortisiliquum,jun/18,83 meses,M,,,,,,,,,,,,,
10,38,Senna macranthera,jun/18,83 meses,A,69.5,41.5,42.5,,,153.5,22.12,13.21,13.53,,,11.5,C
10,39,Citharexylum myrianthum,jun/18,83 meses,M,,,,,,,,,,,,,
10,40,Sparattosperma leucanthum,jun/18,83 meses,A,23,22,,,,45,7.32,7.00,,,,7,
10,41,Anadenanthera peregrina ,jun/18,83 meses,A,60.5,64.5,21,16,23,169,19.26,20.53,6.68,5.09,7.32,12,
10,42,Pterogyne nitens,jun/18,83 meses,A,,,,,,,,,,,,3.5,
10,43,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,3.5,
10,44,Newtonia spp.,jun/18,83 meses,A,21,,,,,21,6.68,,,,,7.5,
10,45,Pterocarpus rohrii,jun/18,83 meses,A,20,,,,,2,6.37,,,,,5.5,
10,46,Mimosa artemisiana,jun/18,83 meses,A,24.5,30.5,,,,55,7.80,9.71,,,,10.5,C
10,47,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
10,48,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
10,49,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
10,50,Peltophorum dubium ,jun/18,83 meses,A,20.5,21.5,20,,,62,6.53,6.84,6.37,,,9,
10,51,Anadenanthera peregrina ,jun/18,83 meses,M,,,,,,,,,,,,,
10,52,Pterogyne nitens,jun/18,83 meses,A,,,,,,,,,,,,5,
10,53,Lecythis pisonis,jun/18,83 meses,B,,,,,,,,,,,,1.2,
10,54,Newtonia spp.,jun/18,83 meses,M,,,,,,,,,,,,,
10,55,Pterocarpus rohrii,jun/18,83 meses,B,,,,,,,,,,,,1.8,
10,56,Mimosa artemisiana,jun/18,83 meses,A,40,46,25.5,55,51.5,163,12.73,14.64,8.12,17.51,16.39,11,C
10,57,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
10,58,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
10,59,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
10,60,Peltophorum dubium ,jun/18,83 meses,A,28.5,,,,,28.5,9.07,,,,,11,
10,61,Inga edulis,jun/18,83 meses,A,20.5,33,17,15,,7.5,6.53,10.50,5.41,4.77,,9,C
10,62,Joannesia princeps,jun/18,83 meses,A,27.5,34,15,,,76.5,8.75,10.82,4.77,,,7,C
10,63,Cupania sp.,jun/18,83 meses,M,,,,,,,,,,,,,
10,64,Tapirira guianensis,jun/18,83 meses,M,,,,,,,,,,,,,
10,65,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,
10,66,Inga laurina,jun/18,83 meses,A,18,18,15,21,18.5,69.5,5.73,5.73,4.77,6.68,5.89,5,C
10,67,Enterolobium contortisiliquum,jun/18,83 meses,A,,,,,,,,,,,,0.5,R
10,68,Senna macranthera,jun/18,83 meses,A,37.5,25,28.5,16,27,118,11.94,7.96,9.07,5.09,8.59,8,
10,69,Citharexylum myrianthum,jun/18,83 meses,M,,,,,,,,,,,,,
10,70,Sparattosperma leucanthum,jun/18,83 meses,A,39,,,,,39,12.41,,,,,7.5,C
10,71,Inga edulis,jun/18,83 meses,A,38.5,25.5,34,29.5,36.5,134.5,12.25,8.12,10.82,9.39,11.62,8,C
10,72,Joannesia princeps,jun/18,83 meses,A,25,26,28.5,28.5,,79.5,7.96,8.28,9.07,9.07,,7,C
10,73,Cupania sp.,jun/18,83 meses,M,,,,,,,,,,,,,
10,74,Tapirira guianensis,jun/18,83 meses,A,38.5,32.5,26,,,97,12.25,10.35,8.28,,,7,
10,75,Aegiphila sellowiana,jun/18,83 meses,A,37,16.5,,,,53.5,11.78,5.25,,,,6.5,
10,76,Inga laurina,jun/18,83 meses,A,23,17,18,16,,58,7.32,5.41,5.73,5.09,,6,C
10,77,Enterolobium contortisiliquum,jun/18,83 meses,A,25,49,,,,74,7.96,15.60,,,,7.5,C
10,78,Senna macranthera,jun/18,83 meses,A,44.5,38,34.5,37,,117,14.16,12.10,10.98,11.78,,8,C
10,79,Citharexylum myrianthum,jun/18,83 meses,A,,,,,,,,,,,,2.5,
10,80,Sparattosperma leucanthum,jun/18,83 meses,A,33,15,,,,48,10.50,4.77,,,,8,C
10,81,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,3.5,
10,82,Trema micrantha,jun/18,83 meses,A,40,15,,,,55,12.73,4.77,,,,5.5,TOMBADA
10,83,Cedrela fissilis,jun/18,83 meses,A,16,,,,,16,5.09,,,,,6,
10,84,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
10,85,Tabebuia heptaphylla,jun/18,83 meses,A,,,,,,,,,,,,4.2,C
10,86,Eugenia uniflora,jun/18,83 meses,A,,,,,,,,,,,,1.8,
10,87,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
10,88,Himatanthus articulatus,jun/18,83 meses,B,,,,,,,,,,,,0.2,R
10,89,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,4.5,
10,90,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
10,91,Zeyheria tuberculosa,jun/18,83 meses,M,,,,,,,,,,,,,
10,92,Schinus terenbitifolius,jun/18,83 meses,A,16,25.5,19.5,17,19.5,8.5,5.09,8.12,6.21,5.41,6.21,4.5,C
10,93,Plathymenia foliolosa,jun/18,83 meses,A,23,25,,,,48,7.32,7.96,,,,6,
10,94,Spondias spp.,jun/18,83 meses,A,35,21,,,,56,11.14,6.68,,,,7.5,
10,95,Melanoxylon brauna,jun/18,83 meses,M,,,,,,,,,,,,,
10,96,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
10,97,Myrocarpus frondosus,jun/18,83 meses,A,16,,,,,16,5.09,,,,,6,
10,98,Psidium sp.,jun/18,83 meses,M,,,,,,,,,,,,,
10,99,Dalbergia nigra,jun/18,83 meses,A,16,,,,,16,5.09,,,,,6,
10,100,Senna multijuga,jun/18,83 meses,A,41,67.5,,,,18.5,13.05,21.49,,,,11,
10,101,Inga edulis,jun/18,83 meses,A,24,23,17,,,64,7.64,7.32,5.41,,,7,C
10,102,Joannesia princeps,jun/18,83 meses,A,25.5,18,15.5,,,59,8.12,5.73,4.93,,,5.5,C
10,103,Cupania sp.,jun/18,83 meses,M,,,,,,,,,,,,,
10,104,Tapirira guianensis,jun/18,83 meses,A,15.5,18,16.5,,,5,4.93,5.73,5.25,,,6,
10,105,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,
10,106,Inga laurina,jun/18,83 meses,A,20.5,28.5,23,23.5,19.5,91.5,6.53,9.07,7.32,7.48,6.21,7,C
10,107,Enterolobium contortisiliquum,jun/18,83 meses,A,26.5,21.5,,,,48,8.44,6.84,,,,5,C
10,108,Senna macranthera,jun/18,83 meses,A,29.5,36.5,62.5,40.5,22,15.5,9.39,11.62,19.89,12.89,7.00,7.5,C
10,109,Citharexylum myrianthum,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,4,C
10,110,Sparattosperma leucanthum,jun/18,83 meses,A,36.5,42,,,,78.5,11.62,13.37,,,,8,C
10,111,Inga edulis,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,3,C
10,112,Joannesia princeps,jun/18,83 meses,A,47.5,47,44.5,,,139,15.12,14.96,14.16,,,10,C
10,113,Cupania sp.,jun/18,83 meses,A,15,,,,,15,4.77,,,,,4.5,
10,114,Tapirira guianensis,jun/18,83 meses,A,38.5,,,,,38.5,12.25,,,,,8,
10,115,Aegiphila sellowiana,jun/18,83 meses,A,20.5,,,,,2.5,6.53,,,,,4,
10,116,Inga laurina,jun/18,83 meses,A,19,17.5,,,,36.5,6.05,5.57,,,,6.5,C
10,117,Enterolobium contortisiliquum,jun/18,83 meses,A,20.5,,,,,2.5,6.53,,,,,3.5,C
10,118,Senna macranthera,jun/18,83 meses,A,34,40,50,29.5,,124,10.82,12.73,15.92,9.39,,11,C
10,119,Citharexylum myrianthum,jun/18,83 meses,A,18,,,,,18,5.73,,,,,6,
10,120,Sparattosperma leucanthum,jun/18,83 meses,A,34.5,37.5,,,,72,10.98,11.94,,,,9,
11,1,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,3,
11,2,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
11,3,Cedrela fissilis,jun/18,83 meses,B,,,,,,,,,,,,2.3,
11,4,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
11,5,Tabebuia heptaphylla,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,4.5,
11,6,Eugenia uniflora,jun/18,83 meses,B,,,,,,,,,,,,2,
11,7,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
11,8,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,
11,9,Hymenaea courbaril,jun/18,83 meses,A,18,,,,,18,5.73,,,,,4,
11,10,Acnistus arborescens,jun/18,83 meses,A,,,,,,,,,,,,3,
11,11,Zeyheria tuberculosa,jun/18,83 meses,M,,,,,,,,,,,,,
11,12,Schinus terenbitifolius,jun/18,83 meses,A,,,,,,,,,,,,5,
11,13,Plathymenia foliolosa,jun/18,83 meses,M,,,,,,,,,,,,,
11,14,Spondias spp.,jun/18,83 meses,A,31,34.5,40.5,,,16,9.87,10.98,12.89,,,5.5,
11,15,Melanoxylon brauna,jun/18,83 meses,A,43.5,,,,,43.5,13.85,,,,,6,
11,16,Byrsonima spp.,jun/18,83 meses,M,,,,,,,,,,,,,
11,17,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,
11,18,Psidium sp.,jun/18,83 meses,B,,,,,,,,,,,,3,
11,19,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,2,
11,20,Senna multijuga,jun/18,83 meses,A,22.5,26,18.5,19,,67,7.16,8.28,5.89,6.05,,7,C
11,21,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,22,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,23,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,24,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,25,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,26,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,27,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
11,28,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,29,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,30,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,31,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,32,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,33,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,34,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,35,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,36,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,37,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,38,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,39,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,40,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,41,Anadenanthera peregrina ,jun/18,83 meses,A,22.5,15,,,,37.5,7.16,4.77,,,,6,
11,42,Pterogyne nitens,jun/18,83 meses,A,,,,,,,,,,,,,
11,43,Lecythis pisonis,jun/18,83 meses,A,26.5,26,,,,52.5,8.44,8.28,,,,5.5,
11,44,Newtonia spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,45,Pterocarpus rohrii,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,,
11,46,Mimosa artemisiana,jun/18,83 meses,A,,,,,,,,,,,,3.5,
11,47,Cariniana estrelensis,jun/18,83 meses,B,,,,,,,,,,,,2.5,
11,48,Parkia pendula,jun/18,83 meses,A,,,,,,,,,,,,,
11,49,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
11,50,Peltophorum dubium ,jun/18,83 meses,A,16,,,,,16,5.09,,,,,3.5,
11,51,Anadenanthera peregrina ,jun/18,83 meses,A,33,,,,,33,10.50,,,,,4,
11,52,Pterogyne nitens,jun/18,83 meses,A,,,,,,,,,,,,6.5,
11,53,Lecythis pisonis,jun/18,83 meses,B,,,,,,,,,,,,3,
11,54,Newtonia spp.,jun/18,83 meses,A,33.5,,,,,33.5,10.66,,,,,,
11,55,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
11,56,Mimosa artemisiana,jun/18,83 meses,A,,,,,,,,,,,,5,
11,57,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
11,58,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
11,59,Cariniana legalis,jun/18,83 meses,B,19.5,20,17,20.5,16.5,73,6.21,6.37,5.41,6.53,5.25,6,C
11,60,Peltophorum dubium ,jun/18,83 meses,A,42.5,32.5,20.5,,,95.5,13.53,10.35,6.53,,,5.5,C
11,61,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,62,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,63,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,64,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,65,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,66,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,67,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,68,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,69,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,70,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,71,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,72,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,73,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,74,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,75,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,76,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,77,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,78,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,79,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,80,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,81,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,3.5,
11,82,Trema micrantha,jun/18,83 meses,M,16.5,33.5,,,,5,5.25,10.66,,,,6,C
11,83,Cedrela fissilis,jun/18,83 meses,A,,,,,,,,,,,,2.5,
11,84,Cecropia hololeuca,jun/18,83 meses,M,44.5,16.5,,,,61,14.16,5.25,,,,6.5,C
11,85,Tabebuia heptaphylla,jun/18,83 meses,M,,,,,,,,,,,,,
11,86,Eugenia uniflora,jun/18,83 meses,A,30,62,48.5,48.5,33.5,174,9.55,19.74,15.44,15.44,10.66,11,C
11,87,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
11,88,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,
11,89,Hymenaea courbaril,jun/18,83 meses,A,29,,,,,29,9.23,,,,,5,
11,90,Acnistus arborescens,jun/18,83 meses,A,26,20.5,,,,46.5,8.28,6.53,,,,7.5,C
11,91,Zeyheria tuberculosa,jun/18,83 meses,A,46,28,32.5,58,,16.5,14.64,8.91,10.35,18.46,,10,C
11,92,Schinus terenbitifolius,jun/18,83 meses,A,,,,,,,,,,,,3.8,C
11,93,Plathymenia foliolosa,jun/18,83 meses,B,,,,,,,,,,,,2.5,
11,94,Spondias spp.,jun/18,83 meses,M,,,,,,,,,,,,,
11,95,Melanoxylon brauna,jun/18,83 meses,M,,,,,,,,,,,,,
11,96,Byrsonima spp.,jun/18,83 meses,A,49.5,35.5,44,,,129,15.76,11.30,14.01,,,10,C
11,97,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,
11,98,Psidium sp.,jun/18,83 meses,M,,,,,,,,,,,,,
11,99,Dalbergia nigra,jun/18,83 meses,B,,,,,,,,,,,,2.3,
11,100,Senna multijuga,jun/18,83 meses,A,38,,,,,38,12.10,,,,,8,
11,101,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,102,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,103,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,104,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,105,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,106,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,107,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,108,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,109,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,110,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,111,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,112,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,113,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,114,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,115,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,116,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,117,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,118,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,119,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
11,120,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
12,1,Caesalpinia echinata,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,5,
12,2,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
12,3,Cedrela fissilis,jun/18,83 meses,A,35,,,,,35,11.14,,,,,7,
12,4,Cecropia hololeuca,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,6,
12,5,Tabebuia heptaphylla,jun/18,83 meses,M,,,,,,,,,,,,,
12,6,Eugenia uniflora,jun/18,83 meses,A,,,,,,,,,,,,2,
12,7,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
12,8,Himatanthus articulatus,jun/18,83 meses,A,,,,,,,,,,,,3,
12,9,Hymenaea courbaril,jun/18,83 meses,M,,,,,,,,,,,,,
12,10,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
12,11,Zeyheria tuberculosa,jun/18,83 meses,A,,,,,,,,,,,,4,
12,12,Schinus terenbitifolius,jun/18,83 meses,A,19.5,16.5,,,,36,6.21,5.25,,,,4.2,C
12,13,Plathymenia foliolosa,jun/18,83 meses,A,46.5,,,,,46.5,14.80,,,,,5.5,C
12,14,Spondias spp.,jun/18,83 meses,A,22,,,,,22,7.00,,,,,4.5,
12,15,Melanoxylon brauna,jun/18,83 meses,M,,,,,,,,,,,,,
12,16,Byrsonima spp.,jun/18,83 meses,A,,,,,,,,,,,,3,
12,17,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,3.5,
12,18,Psidium sp.,jun/18,83 meses,A,,,,,,,,,,,,1.8,
12,19,Dalbergia nigra,jun/18,83 meses,A,34,26.5,,,,6.5,10.82,8.44,,,,8,
12,20,Senna multijuga,jun/18,83 meses,M,,,,,,,,,,,,,
12,21,Senna multijuga,jun/18,83 meses,A,27,22.5,,,,49.5,8.59,7.16,,,,8,C
12,22,Dalbergia nigra,jun/18,83 meses,A,27.5,,,,,27.5,8.75,,,,,7,
12,23,Psidium sp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,24,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,3.5,
12,25,Byrsonima spp.,jun/18,83 meses,A,15,,,,,15,4.77,,,,,3.5,C
12,26,Melanoxylon brauna,jun/18,83 meses,M,,,,,,,,,,,,,
12,27,Spondias spp.,jun/18,83 meses,A,28,,,,,28,8.91,,,,,5.5,
12,28,Plathymenia foliolosa,jun/18,83 meses,A,41.5,40,,,,81.5,13.21,12.73,,,,5.5,
12,29,Schinus terenbitifolius,jun/18,83 meses,A,,,,,,,,,,,,3.5,
12,30,Zeyheria tuberculosa,jun/18,83 meses,A,43,,,,,43,13.69,,,,,7,
12,31,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
12,32,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,3.5,C
12,33,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,
12,34,Paratecoma peroba,jun/18,83 meses,A,19,,,,,19,6.05,,,,,,
12,35,Eugenia uniflora,jun/18,83 meses,B,,,,,,,,,,,,,
12,36,Tabebuia heptaphylla,jun/18,83 meses,A,17,,,,,17,5.41,,,,,,
12,37,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
12,38,Cedrela fissilis,jun/18,83 meses,A,,,,,,,,,,,,,
12,39,Trema micrantha,jun/18,83 meses,A,26,22.5,19,17,15,82.5,8.28,7.16,6.05,5.41,4.77,,
12,40,Caesalpinia echinata,jun/18,83 meses,A,16,,,,,16,5.09,,,,,,
12,41,Eucalyptus spp.,jun/18,83 meses,A,30.5,33,32.5,,,96,9.71,10.50,10.35,,,,
12,42,Eucalyptus spp.,jun/18,83 meses,A,39,,,,,39,12.41,,,,,,
12,43,Eucalyptus spp.,jun/18,83 meses,A,40,35.5,,,,75.5,12.73,11.30,,,,,
12,44,Eucalyptus spp.,jun/18,83 meses,A,38.5,15,,,,53.5,12.25,4.77,,,,,
12,45,Eucalyptus spp.,jun/18,83 meses,A,30,39.5,,,,69.5,9.55,12.57,,,,,
12,46,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,47,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,48,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,49,Eucalyptus spp.,jun/18,83 meses,A,26,17,,,,43,8.28,5.41,,,,,
12,50,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
12,51,Eucalyptus spp.,jun/18,83 meses,A,24,,,,,24,7.64,,,,,,
12,52,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,53,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,54,Eucalyptus spp.,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,,
12,55,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,56,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,57,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,58,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,59,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,60,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,61,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,62,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,63,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,64,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,65,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,66,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,67,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,68,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,69,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,70,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,71,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,72,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,73,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,74,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,75,Eucalyptus spp.,jun/18,83 meses,A,27,,,,,27,8.59,,,,,7,
12,76,Eucalyptus spp.,jun/18,83 meses,A,17,,,,,17,5.41,,,,,6,
12,77,Eucalyptus spp.,jun/18,83 meses,A,28,27,19.5,,,74.5,8.91,8.59,6.21,,,8,
12,78,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,79,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
12,80,Eucalyptus spp.,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,6,
12,81,Anadenanthera peregrina ,jun/18,83 meses,A,34.5,,,,,34.5,10.98,,,,,7.5,
12,82,Pterogyne nitens,jun/18,83 meses,A,25,,,,,25,7.96,,,,,8,
12,83,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,4.5,
12,84,Newtonia spp.,jun/18,83 meses,A,39.5,,,,,39.5,12.57,,,,,7.5,C
