plot,treeposition,nome cientifico,Inventário (data),Inventário (meses),status,cap1_cm,cap2_cm,cap3_cm,cap4_cm,cap5_cm,soma_cap,dap1_cm,dap2_cm,dap3_cm,dap4_cm,dap5_cm,htotal_m,OBS
7,66,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,67,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,68,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,69,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,70,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,71,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,72,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,73,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,74,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,75,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,76,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,77,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,78,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,79,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,80,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
7,81,Anadenanthera peregrina ,jun/18,83 meses,A,59,,,,,59,18.78,,,,,9,C
7,82,Pterogyne nitens,jun/18,83 meses,A,22,22,,,,44,7.00,7.00,,,,5.5,
7,83,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,2.2,
7,84,Newtonia spp.,jun/18,83 meses,A,42.5,48,,,,9.5,13.53,15.28,,,,9,
7,85,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
7,86,Mimosa artemisiana,jun/18,83 meses,A,42.5,41,50,,,133.5,13.53,13.05,15.92,,,7.5,C
7,87,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
7,88,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
7,89,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
7,90,Peltophorum dubium ,jun/18,83 meses,A,21.5,24.5,,,,46,6.84,7.80,,,,6,
7,91,Anadenanthera peregrina ,jun/18,83 meses,A,63.5,,,,,63.5,20.21,,,,,8,
7,92,Pterogyne nitens,jun/18,83 meses,A,22,,,,,22,7.00,,,,,5,
7,93,Lecythis pisonis,jun/18,83 meses,M,,,,,,,,,,,,,
7,94,Newtonia spp.,jun/18,83 meses,A,38,34.5,16,,,88.5,12.10,10.98,5.09,,,7.5,C
7,95,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
7,96,Mimosa artemisiana,jun/18,83 meses,A,42.5,52,,,,94.5,13.53,16.55,,,,9,C
7,97,Cariniana estrelensis,jun/18,83 meses,B,,,,,,,,,,,,0.3,
7,98,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
7,99,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
7,100,Peltophorum dubium ,jun/18,83 meses,A,41,,,,,41,13.05,,,,,8,C
7,101,Peltophorum dubium ,jun/18,83 meses,A,23,,,,,23,7.32,,,,,7,
7,102,Cariniana legalis,jun/18,83 meses,A,,,,,,,,,,,,3,
7,103,Parkia pendula,jun/18,83 meses,A,22,,,,,22,7.00,,,,,4.2,C
7,104,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
7,105,Anadenanthera peregrina ,jun/18,83 meses,A,38.5,,,,,38.5,12.25,,,,,7.5,
7,106,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
7,107,Newtonia spp.,jun/18,83 meses,A,31.5,20.5,15,,,67,10.03,6.53,4.77,,,7,C
7,108,Lecythis pisonis,jun/18,83 meses,M,,,,,,,,,,,,,
7,109,Pterogyne nitens,jun/18,83 meses,A,26.5,,,,,26.5,8.44,,,,,7,
7,110,Anadenanthera peregrina ,jun/18,83 meses,A,81,,,,,81,25.78,,,,,9.5,
7,111,Peltophorum dubium ,jun/18,83 meses,A,31.5,,,,,31.5,10.03,,,,,9,C
7,112,Cariniana legalis,jun/18,83 meses,A,,,,,,,,,,,,2.5,
7,113,Parkia pendula,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,4.5,C
7,114,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
7,115,Mimosa artemisiana,jun/18,83 meses,A,38.5,43,53,,,134.5,12.25,13.69,16.87,,,10,C
7,116,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,2,
7,117,Newtonia spp.,jun/18,83 meses,A,35.5,,,,,35.5,11.30,,,,,7,
7,118,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,2.2,
7,119,Pterogyne nitens,jun/18,83 meses,A,,,,,,,,,,,,3.5,
7,120,Anadenanthera peregrina ,jun/18,83 meses,A,74,,,,,74,23.55,,,,,10,
8,1,Caesalpinia echinata,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,4,
8,2,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
8,3,Cedrela fissilis,jun/18,83 meses,A,18,15.5,,,,33.5,5.73,4.93,,,,3.5,
8,4,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
8,5,Tabebuia heptaphylla,jun/18,83 meses,A,25,,,,,25,7.96,,,,,4,
8,6,Eugenia uniflora,jun/18,83 meses,B,,,,,,,,,,,,1.5,
8,7,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
8,8,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,
8,9,Hymenaea courbaril,jun/18,83 meses,M,,,,,,,,,,,,,
8,10,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
8,11,Zeyheria tuberculosa,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,4.5,C
8,12,Schinus terenbitifolius,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,4.5,
8,13,Plathymenia foliolosa,jun/18,83 meses,A,42,35.5,,,,77.5,13.37,11.30,,,,5.5,
8,14,Spondias spp.,jun/18,83 meses,A,42.5,,,,,42.5,13.53,,,,,5,
8,15,Melanoxylon brauna,jun/18,83 meses,M,,,,,,,,,,,,,
8,16,Byrsonima spp.,jun/18,83 meses,A,,,,,,,,,,,,3.5,
8,17,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,2.5,
8,18,Psidium sp.,jun/18,83 meses,A,,,,,,,,,,,,1.7,
8,19,Dalbergia nigra,jun/18,83 meses,M,,,,,,,,,,,,,
8,20,Senna multijuga,jun/18,83 meses,A,42,,,,,42,13.37,,,,,6.5,C
8,21,Senna multijuga,jun/18,83 meses,A,39,29,,,,68,12.41,9.23,,,,7,
8,22,Dalbergia nigra,jun/18,83 meses,A,34,25,,,,59,10.82,7.96,,,,7,
8,23,Psidium sp.,jun/18,83 meses,B,,,,,,,,,,,,1.8,
8,24,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,2.5,
8,25,Byrsonima spp.,jun/18,83 meses,A,,,,,,,,,,,,3,
8,26,Melanoxylon brauna,jun/18,83 meses,B,,,,,,,,,,,,1,
8,27,Spondias spp.,jun/18,83 meses,A,29.5,,,,,29.5,9.39,,,,,6,
8,28,Plathymenia foliolosa,jun/18,83 meses,A,45,,,,,45,14.32,,,,,5.5,
8,29,Schinus terenbitifolius,jun/18,83 meses,A,19,,,,,19,6.05,,,,,5,
8,30,Zeyheria tuberculosa,jun/18,83 meses,A,33.5,,,,,33.5,10.66,,,,,6.5,
8,31,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
8,32,Hymenaea courbaril,jun/18,83 meses,M,,,,,,,,,,,,,
8,33,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,
8,34,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
8,35,Eugenia uniflora,jun/18,83 meses,B,,,,,,,,,,,,1.5,
8,36,Tabebuia heptaphylla,jun/18,83 meses,M,,,,,,,,,,,,,
8,37,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
8,38,Cedrela fissilis,jun/18,83 meses,A,22,19,,,,41,7.00,6.05,,,,4.5,
8,39,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,3.5,
8,40,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,
8,41,Eucalyptus spp.,jun/18,83 meses,A,49,,,,,49,15.60,,,,,15,
8,42,Eucalyptus spp.,jun/18,83 meses,A,53,,,,,53,16.87,,,,,15,
8,43,Eucalyptus spp.,jun/18,83 meses,A,51.5,,,,,51.5,16.39,,,,,17,
8,44,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
8,45,Eucalyptus spp.,jun/18,83 meses,A,58,,,,,58,18.46,,,,,17,
8,46,Eucalyptus spp.,jun/18,83 meses,A,50,,,,,5,15.92,,,,,17,
8,47,Eucalyptus spp.,jun/18,83 meses,A,63,,,,,63,20.05,,,,,18,
8,48,Eucalyptus spp.,jun/18,83 meses,A,59,,,,,59,18.78,,,,,15,
8,49,Eucalyptus spp.,jun/18,83 meses,,,,,,,,,,,,,,
8,50,Eucalyptus spp.,jun/18,83 meses,A,74.5,,,,,74.5,23.71,,,,,20,
8,51,Eucalyptus spp.,jun/18,83 meses,A,51.5,,,,,51.5,16.39,,,,,17,
8,52,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
8,53,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
8,54,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
8,55,Eucalyptus spp.,jun/18,83 meses,A,75,,,,,75,23.87,,,,,19,
8,56,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
8,57,Eucalyptus spp.,jun/18,83 meses,A,68.5,,,,,68.5,21.80,,,,,18,
8,58,Eucalyptus spp.,jun/18,83 meses,A,55.5,,,,,55.5,17.67,,,,,,
8,59,Eucalyptus spp.,jun/18,83 meses,A,67,,,,,67,21.33,,,,,17,
8,60,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,18,
8,61,Eucalyptus spp.,jun/18,83 meses,A,47,,,,,47,14.96,,,,,16,
8,62,Eucalyptus spp.,jun/18,83 meses,A,94,,,,,94,29.92,,,,,21,
8,63,Eucalyptus spp.,jun/18,83 meses,A,78,,,,,78,24.83,,,,,19,
8,64,Eucalyptus spp.,jun/18,83 meses,A,58,,,,,58,18.46,,,,,18,
8,65,Eucalyptus spp.,jun/18,83 meses,A,49,,,,,49,15.60,,,,,17,
8,66,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
8,67,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
8,68,Eucalyptus spp.,jun/18,83 meses,A,52,,,,,52,16.55,,,,,16,
8,69,Eucalyptus spp.,jun/18,83 meses,A,54,,,,,54,17.19,,,,,16,
8,70,Eucalyptus spp.,jun/18,83 meses,A,78,,,,,78,24.83,,,,,19,
8,71,Eucalyptus spp.,jun/18,83 meses,A,33,,,,,33,10.50,,,,,15,
8,72,Eucalyptus spp.,jun/18,83 meses,A,57,,,,,57,18.14,,,,,17,
8,73,Eucalyptus spp.,jun/18,83 meses,A,73,,,,,73,23.24,,,,,19,
8,74,Eucalyptus spp.,jun/18,83 meses,A,54.5,,,,,54.5,17.35,,,,,18,
8,75,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
8,76,Eucalyptus spp.,jun/18,83 meses,A,54.7,,,,,54.7,17.41,,,,,18,
8,77,Eucalyptus spp.,jun/18,83 meses,A,74,,,,,74,23.55,,,,,19,
8,78,Eucalyptus spp.,jun/18,83 meses,A,63,,,,,63,20.05,,,,,18,
8,79,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,
8,80,Eucalyptus spp.,jun/18,83 meses,A,68,,,,,68,21.65,,,,,18,
8,81,Anadenanthera peregrina ,jun/18,83 meses,A,56,43,18.5,36,27,144.5,17.83,13.69,5.89,11.46,8.59,8.5,
8,82,Pterogyne nitens,jun/18,83 meses,A,25,,,,,25,7.96,,,,,8,
8,83,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,2.2,
8,84,Newtonia spp.,jun/18,83 meses,A,30,,,,,3,9.55,,,,,6,
8,85,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
8,86,Mimosa artemisiana,jun/18,83 meses,A,36.5,16,38,34,,9.5,11.62,5.09,12.10,10.82,,10,
8,87,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
8,88,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
8,89,Cariniana legalis,jun/18,83 meses,A,18,,,,,18,5.73,,,,,3.5,C
8,90,Peltophorum dubium ,jun/18,83 meses,A,29.5,,,,,29.5,9.39,,,,,5.5,C
8,91,Anadenanthera peregrina ,jun/18,83 meses,A,77.5,,,,,77.5,24.67,,,,,11,
8,92,Pterogyne nitens,jun/18,83 meses,A,28,,,,,28,8.91,,,,,8,
8,93,Lecythis pisonis,jun/18,83 meses,M,,,,,,,,,,,,,
8,94,Newtonia spp.,jun/18,83 meses,A,42,,,,,42,13.37,,,,,8,
8,95,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
8,96,Mimosa artemisiana,jun/18,83 meses,A,43.5,33.5,26,,,13,13.85,10.66,8.28,,,12,C
8,97,Cariniana estrelensis,jun/18,83 meses,B,,,,,,,,,,,,0.5,R
8,98,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
8,99,Cariniana legalis,jun/18,83 meses,B,,,,,,,,,,,,0.1,R
8,100,Peltophorum dubium ,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,7,C
8,101,Peltophorum dubium ,jun/18,83 meses,A,34,,,,,34,10.82,,,,,8,
8,102,Cariniana legalis,jun/18,83 meses,A,30.5,,,,,3.5,9.71,,,,,4.5,
8,103,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
8,104,Cariniana estrelensis,jun/18,83 meses,B,,,,,,,,,,,,1.8,
8,105,Mimosa artemisiana,jun/18,83 meses,A,51.8,40,30,,,121.8,16.49,12.73,9.55,,,15,C
8,106,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
8,107,Newtonia spp.,jun/18,83 meses,A,30,26,,,,56,9.55,8.28,,,,7,
8,108,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,1.8,
8,109,Pterogyne nitens,jun/18,83 meses,A,,,,,,,,,,,,3.5,
8,110,Anadenanthera peregrina ,jun/18,83 meses,A,47.5,,,,,47.5,15.12,,,,,10,
8,111,Peltophorum dubium ,jun/18,83 meses,A,19,26,,,,45,6.05,8.28,,,,6.5,
8,112,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
8,113,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
8,114,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
8,115,Mimosa artemisiana,jun/18,83 meses,A,33,38.5,20,25.5,,91.5,10.50,12.25,6.37,8.12,,8,
8,116,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
8,117,Newtonia spp.,jun/18,83 meses,A,30,,,,,3,9.55,,,,,5,
8,118,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,2.2,
8,119,Pterogyne nitens,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,5,
8,120,Anadenanthera peregrina ,jun/18,83 meses,A,54,,,,,54,17.19,,,,,9,
9,1,Caesalpinia echinata,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,5,
9,2,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
9,3,Cedrela fissilis,jun/18,83 meses,A,,,,,,,,,,,,4,
9,4,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
9,5,Tabebuia heptaphylla,jun/18,83 meses,M,,,,,,,,,,,,,
9,6,Eugenia uniflora,jun/18,83 meses,M,,,,,,,,,,,,,
9,7,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
9,8,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,
9,9,Hymenaea courbaril,jun/18,83 meses,A,20,,,,,2,6.37,,,,,4.5,
9,10,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
9,11,Zeyheria tuberculosa,jun/18,83 meses,A,,,,,,,,,,,,3.5,
9,12,Schinus terenbitifolius,jun/18,83 meses,A,15.5,15.5,15.5,,,46.5,4.93,4.93,4.93,,,3.5,
9,13,Plathymenia foliolosa,jun/18,83 meses,A,67,34.5,,,,11.5,21.33,10.98,,,,8,
9,14,Spondias spp.,jun/18,83 meses,A,47.5,,,,,47.5,15.12,,,,,8,
9,15,Melanoxylon brauna,jun/18,83 meses,M,,,,,,,,,,,,,
9,16,Byrsonima spp.,jun/18,83 meses,A,,,,,,,,,,,,3,
9,17,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,3,
9,18,Psidium sp.,jun/18,83 meses,M,,,,,,,,,,,,,
9,19,Dalbergia nigra,jun/18,83 meses,A,18,34,,,,52,5.73,10.82,,,,8,
9,20,Senna multijuga,jun/18,83 meses,A,54,39.5,,,,93.5,17.19,12.57,,,,7.5,C
9,21,Senna multijuga,jun/18,83 meses,A,,,,,,,,,,,,5,
9,22,Dalbergia nigra,jun/18,83 meses,A,29,,,,,29,9.23,,,,,7,
9,23,Psidium sp.,jun/18,83 meses,M,,,,,,,,,,,,,
9,24,Myrocarpus frondosus,jun/18,83 meses,A,24.5,,,,,24.5,7.80,,,,,4.5,
9,25,Byrsonima spp.,jun/18,83 meses,B,,,,,,,,,,,,1.8,
9,26,Melanoxylon brauna,jun/18,83 meses,M,,,,,,,,,,,,,
9,27,Spondias spp.,jun/18,83 meses,A,43.5,,,,,43.5,13.85,,,,,8,
9,28,Plathymenia foliolosa,jun/18,83 meses,M,,,,,,,,,,,,,
9,29,Schinus terenbitifolius,jun/18,83 meses,A,19.5,15,16.5,,,51,6.21,4.77,5.25,,,3.5,C
9,30,Zeyheria tuberculosa,jun/18,83 meses,M,,,,,,,,,,,,,
9,31,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
9,32,Hymenaea courbaril,jun/18,83 meses,M,,,,,,,,,,,,,
9,33,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,
9,34,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
9,35,Eugenia uniflora,jun/18,83 meses,M,,,,,,,,,,,,,
9,36,Tabebuia heptaphylla,jun/18,83 meses,A,,,,,,,,,,,,3.5,
9,37,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
9,38,Cedrela fissilis,jun/18,83 meses,B,18.5,,,,,18.5,5.89,,,,,4,C
9,39,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
9,40,Caesalpinia echinata,jun/18,83 meses,A,22.5,20,,,,42.5,7.16,6.37,,,,6,
9,41,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,42,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,43,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,44,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,45,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,46,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,47,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,48,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,49,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,50,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,51,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,52,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,53,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,54,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,55,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,56,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,57,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,58,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,59,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,60,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,61,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,62,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,63,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,64,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,65,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,66,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,67,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,68,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,69,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,70,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,71,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,72,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,73,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,74,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,75,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,76,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,77,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,78,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,79,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,80,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
9,81,Anadenanthera peregrina ,jun/18,83 meses,A,27.5,45,,,,72.5,8.75,14.32,,,,8.5,
9,82,Pterogyne nitens,jun/18,83 meses,A,29,,,,,29,9.23,,,,,9,
9,83,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,2,
9,84,Newtonia spp.,jun/18,83 meses,A,24.5,,,,,24.5,7.80,,,,,5,
9,85,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
9,86,Mimosa artemisiana,jun/18,83 meses,A,44.5,33,21.5,,,99,14.16,10.50,6.84,,,9.5,C
9,87,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
9,88,Parkia pendula,jun/18,83 meses,A,26,,,,,26,8.28,,,,,4,
9,89,Cariniana legalis,jun/18,83 meses,A,,,,,,,,,,,,3.5,
9,90,Peltophorum dubium ,jun/18,83 meses,A,36,,,,,36,11.46,,,,,8.5,
9,91,Anadenanthera peregrina ,jun/18,83 meses,M,,,,,,,,,,,,,
9,92,Pterogyne nitens,jun/18,83 meses,A,41,,,,,41,13.05,,,,,8.5,
9,93,Lecythis pisonis,jun/18,83 meses,B,,,,,,,,,,,,1.7,
9,94,Newtonia spp.,jun/18,83 meses,M,38.5,,,,,38.5,12.25,,,,,5.5,
9,95,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
9,96,Mimosa artemisiana,jun/18,83 meses,A,37.5,51,,,,88.5,11.94,16.23,,,,10,C
9,97,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
9,98,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
9,99,Cariniana legalis,jun/18,83 meses,B,,,,,,,,,,,,3.5,
9,100,Peltophorum dubium ,jun/18,83 meses,A,35.5,,,,,35.5,11.30,,,,,9,C
9,101,Peltophorum dubium ,jun/18,83 meses,A,15,19.5,,,,34.5,4.77,6.21,,,,7,C
9,102,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
9,103,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
9,104,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
9,105,Mimosa artemisiana,jun/18,83 meses,A,43.5,30.5,40,,,114,13.85,9.71,12.73,,,7.5,C
9,106,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
9,107,Newtonia spp.,jun/18,83 meses,A,57,,,,,57,18.14,,,,,8.5,
9,108,Lecythis pisonis,jun/18,83 meses,M,,,,,,,,,,,,,
9,109,Pterogyne nitens,jun/18,83 meses,A,36.5,,,,,36.5,11.62,,,,,8,
9,110,Anadenanthera peregrina ,jun/18,83 meses,A,30,,,,,3,9.55,,,,,8,
9,111,Peltophorum dubium ,jun/18,83 meses,A,53,,,,,53,16.87,,,,,9,
9,112,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
9,113,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
9,114,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
9,115,Mimosa artemisiana,jun/18,83 meses,A,39.5,39.5,16,,,95,12.57,12.57,5.09,,,10,
9,116,Pterocarpus rohrii,jun/18,83 meses,B,,,,,,,,,,,,1.5,
9,117,Newtonia spp.,jun/18,83 meses,A,78.5,,,,,78.5,24.99,,,,,12,
9,118,Lecythis pisonis,jun/18,83 meses,B,,,,,,,,,,,,1.6,
9,119,Pterogyne nitens,jun/18,83 meses,A,22,,,,,22,7.00,,,,,6,
9,120,Anadenanthera peregrina ,jun/18,83 meses,A,75.5,,,,,75.5,24.03,,,,,9.5,
10,1,Caesalpinia echinata,jun/18,83 meses,A,18,,,,,18,5.73,,,,,5,
10,2,Trema micrantha,jun/18,83 meses,A,31.5,26,20.5,18,17,95,10.03,8.28,6.53,5.73,5.41,7,
10,3,Cedrela fissilis,jun/18,83 meses,A,20.5,,,,,2.5,6.53,,,,,6.5,
10,4,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
10,5,Tabebuia heptaphylla,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,4.5,
10,6,Eugenia uniflora,jun/18,83 meses,B,,,,,,,,,,,,1.3,
10,7,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
10,8,Himatanthus articulatus,jun/18,83 meses,A,24,,,,,24,7.64,,,,,6,
10,9,Hymenaea courbaril,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,5,
10,10,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
10,11,Zeyheria tuberculosa,jun/18,83 meses,A,35,,,,,35,11.14,,,,,8,
10,12,Schinus terenbitifolius,jun/18,83 meses,A,19,,,,,19,6.05,,,,,5,
10,13,Plathymenia foliolosa,jun/18,83 meses,A,48.5,,,,,48.5,15.44,,,,,7,C
10,14,Spondias spp.,jun/18,83 meses,A,35,,,,,35,11.14,,,,,6.5,
10,15,Melanoxylon brauna,jun/18,83 meses,M,,,,,,,,,,,,,
10,16,Byrsonima spp.,jun/18,83 meses,A,,,,,,,,,,,,4,
10,17,Myrocarpus frondosus,jun/18,83 meses,A,15,,,,,15,4.77,,,,,5,
10,18,Psidium sp.,jun/18,83 meses,M,,,,,,,,,,,,,
